FileTransfer,GazeboRead,ReadFile,GazeboPublish,E2E latency,StepRuntime
14406.25001000,839.000,.002,953.000,1792.002,1808.000
14406.25001000,834.000,.002,988.000,1822.002,1839.000
14406.25001000,828.000,.003,1016.000,1844.003,1863.000
14406.25001000,822.000,.002,1001.000,1823.002,1840.000
14406.25001000,843.000,.003,950.000,1793.003,1811.000
14406.25001000,827.000,.003,1011.000,1838.003,1857.000
14406.25001000,836.000,.002,997.000,1833.002,1851.000
14406.25001000,812.000,.002,1010.000,1822.002,1838.000
14406.25001000,821.000,.002,1001.000,1822.002,1841.000
14406.25001000,834.000,.002,953.000,1787.002,1803.000
14406.25001000,825.000,.003,961.000,1786.003,1804.000
14406.25001000,832.000,.001,944.000,1776.001,1792.000
14406.25001000,849.000,.002,959.000,1808.002,1825.000
14406.25001000,828.000,.003,952.000,1780.003,1799.000
14406.25001000,838.000,.002,947.000,1785.002,1801.000
14406.25001000,847.000,.002,1032.000,1879.002,1899.000
14406.25001000,830.000,.002,984.000,1814.002,1831.000
14406.25001000,832.000,.002,1003.000,1835.002,1856.000
14406.25001000,828.000,.002,961.000,1789.002,1812.000
14406.25001000,833.000,.002,930.000,1763.002,1779.000
14406.25001000,842.000,.003,964.000,1806.003,1825.000
14406.25001000,833.000,.003,953.000,1786.003,1802.000
14406.25001000,826.000,.002,929.000,1755.002,1773.000
14406.25001000,833.000,.003,949.000,1782.003,1800.000
14406.25001000,844.000,.003,954.000,1798.003,1817.000
14406.25001000,806.000,.002,958.000,1764.002,1784.000
14406.25001000,818.000,.002,953.000,1771.002,1788.000
14406.25001000,830.000,.002,1009.000,1839.002,1857.000
14406.25001000,831.000,.002,991.000,1822.002,1843.000
14406.25001000,820.000,.003,1022.000,1842.003,1861.000
14406.25001000,827.000,.002,996.000,1823.002,1843.000
14406.25001000,830.000,.003,1009.000,1839.003,1857.000
14406.25001000,844.000,.002,985.000,1829.002,1847.000
14406.25001000,822.000,.002,964.000,1786.002,1802.000
14406.25001000,832.000,.002,955.000,1787.002,1803.000
14406.25001000,838.000,.002,992.000,1830.002,1847.000
14406.25001000,838.000,.003,1.000,839.003,856.000
14406.25001000,808.000,.002,954.000,1762.002,1780.000
14406.25001000,818.000,.003,1018.000,1836.003,1854.000
14406.25001000,824.000,.002,957.000,1781.002,1798.000
14406.25001000,834.000,.002,1012.000,1846.002,1865.000
14406.25001000,841.000,.002,940.000,1781.002,1800.000
14406.25001000,841.000,.003,1075.000,1916.003,1934.000
14406.25001000,830.000,.004,996.000,1826.004,1845.000
14406.25001000,863.000,.003,1072.000,1935.003,1953.000
14406.25001000,834.000,.002,987.000,1821.002,1845.000
14406.25001000,813.000,.002,989.000,1802.002,1819.000
14406.25001000,829.000,.003,939.000,1768.003,1796.000
14406.25001000,813.000,.003,979.000,1792.003,1810.000
14406.25001000,828.000,.002,944.000,1772.002,1788.000
14406.25001000,803.000,.003,1020.000,1823.003,1841.000
14406.25001000,836.000,.003,990.000,1826.003,1843.000
14406.25001000,808.000,.002,1031.000,1839.002,1857.000
14406.25001000,830.000,.002,1002.000,1832.002,1851.000
14406.25001000,811.000,.002,1024.000,1835.002,1852.000
14406.25001000,839.000,.002,996.000,1835.002,1853.000
14406.25001000,843.000,.002,951.000,1794.002,1809.000
14406.25001000,829.000,.002,957.000,1786.002,1802.000
14406.25001000,827.000,.002,937.000,1764.002,1782.000
14406.25001000,837.000,.003,961.000,1798.003,1815.000
14406.25001000,821.000,.003,943.000,1764.003,1781.000
14406.25001000,828.000,.002,945.000,1773.002,1789.000
14406.25001000,848.000,.002,947.000,1795.002,1811.000
14406.25001000,839.000,.003,962.000,1801.003,1818.000
14406.25001000,827.000,.002,2.000,829.002,849.000
14406.25001000,843.000,.002,1019.000,1862.002,1879.000
14406.25001000,835.000,.002,1055.000,1890.002,1907.000
14406.25001000,852.000,.002,995.000,1847.002,1863.000
14406.25001000,824.000,.002,938.000,1762.002,1779.000
14406.25001000,831.000,.008,1202.000,2033.008,2057.000
14406.25001000,860.000,.002,994.000,1854.002,1870.000
14406.25001000,822.000,.002,959.000,1781.002,1800.000
14406.25001000,840.000,.003,1020.000,1860.003,1879.000
14406.25001000,828.000,.002,1018.000,1846.002,1863.000
14406.25001000,819.000,.002,1003.000,1822.002,1839.000
14406.25001000,837.000,.002,1100.000,1937.002,1953.000
14406.25001000,859.000,.002,985.000,1844.002,1860.000
14406.25001000,830.000,.002,956.000,1786.002,1802.000
14406.25001000,822.000,.003,958.000,1780.003,1800.000
14406.25001000,830.000,.003,981.000,1811.003,1829.000
14406.25001000,832.000,.003,994.000,1826.003,1845.000
14406.25001000,816.000,.002,963.000,1779.002,1797.000
14406.25001000,839.000,.002,953.000,1792.002,1810.000
14406.25001000,837.000,.003,940.000,1777.003,1796.000
14406.25001000,820.000,.002,1015.000,1835.002,1855.000
14406.25001000,819.000,.003,1001.000,1820.003,1838.000
14406.25001000,834.000,.002,958.000,1792.002,1808.000
14406.25001000,840.000,.002,941.000,1781.002,1798.000
14406.25001000,822.000,.003,1016.000,1838.003,1855.000
14406.25001000,832.000,.002,1013.000,1845.002,1862.000
14406.25001000,818.000,.002,1003.000,1821.002,1837.000
14406.25001000,814.000,.003,1066.000,1880.003,1900.000
