FileTransfer,GazeboRead,ReadFile,GazeboPublish,E2E latency,StepRuntime
14406.25001000,13529.000,.052,1037.000,14566.052,14638.000
14406.25001000,838.000,.002,971.000,1809.002,1826.000
14406.25001000,828.000,.002,971.000,1799.002,1819.000
14406.25001000,821.000,.002,1009.000,1830.002,1849.000
14406.25001000,822.000,.002,982.000,1804.002,1824.000
14406.25001000,835.000,.002,1005.000,1840.002,1858.000
14406.25001000,832.000,.002,960.000,1792.002,1809.000
14406.25001000,851.000,.003,990.000,1841.003,1862.000
14406.25001000,828.000,.002,964.000,1792.002,1812.000
14406.25001000,816.000,.002,989.000,1805.002,1822.000
14406.25001000,816.000,.002,946.000,1762.002,1778.000
14406.25001000,833.000,.002,945.000,1778.002,1797.000
14406.25001000,848.000,.002,984.000,1832.002,1850.000
14406.25001000,832.000,.002,975.000,1807.002,1825.000
14406.25001000,839.000,.002,1020.000,1859.002,1877.000
14406.25001000,831.000,.003,1011.000,1842.003,1860.000
14406.25001000,827.000,.001,938.000,1765.001,1783.000
14406.25001000,834.000,.002,945.000,1779.002,1798.000
14406.25001000,842.000,.003,960.000,1802.003,1821.000
14406.25001000,833.000,.001,990.000,1823.001,1840.000
14406.25001000,828.000,.002,1012.000,1840.002,1859.000
14406.25001000,844.000,.002,978.000,1822.002,1841.000
14406.25001000,838.000,.002,969.000,1807.002,1825.000
14406.25001000,825.000,.003,1015.000,1840.003,1858.000
14406.25001000,837.000,.002,1038.000,1875.002,1893.000
14406.25001000,831.000,.002,969.000,1800.002,1818.000
14406.25001000,852.000,.003,971.000,1823.003,1846.000
14406.25001000,834.000,.004,964.000,1798.004,1819.000
14406.25001000,835.000,.002,977.000,1812.002,1830.000
14406.25001000,842.000,.002,958.000,1800.002,1818.000
14406.25001000,814.000,.002,1026.000,1840.002,1860.000
14406.25001000,823.000,.003,974.000,1797.003,1815.000
14406.25001000,816.000,.003,1014.000,1830.003,1850.000
14406.25001000,813.000,.003,938.000,1751.003,1770.000
14406.25001000,835.000,.002,950.000,1785.002,1802.000
14406.25001000,848.000,.002,985.000,1833.002,1852.000
14406.25001000,821.000,.003,1.000,822.003,839.000
14406.25001000,822.000,.003,1008.000,1830.003,1850.000
14406.25001000,821.000,.002,966.000,1787.002,1808.000
14406.25001000,849.000,.003,1004.000,1853.003,1870.000
14406.25001000,827.000,.003,931.000,1758.003,1776.000
14406.25001000,814.000,.002,1014.000,1828.002,1844.000
14406.25001000,823.000,.002,968.000,1791.002,1809.000
14406.25001000,822.000,.003,970.000,1792.003,1810.000
14406.25001000,832.000,.002,986.000,1818.002,1836.000
14406.25001000,846.000,.002,982.000,1828.002,1847.000
14406.25001000,845.000,.003,1033.000,1878.003,1898.000
14406.25001000,843.000,.002,1034.000,1877.002,1893.000
14406.25001000,825.000,.002,1016.000,1841.002,1859.000
14406.25001000,832.000,.002,936.000,1768.002,1788.000
14406.25001000,824.000,.002,1022.000,1846.002,1864.000
14406.25001000,829.000,.002,998.000,1827.002,1845.000
14406.25001000,820.000,.002,1009.000,1829.002,1845.000
14406.25001000,836.000,.002,993.000,1829.002,1848.000
14406.25001000,829.000,.002,950.000,1779.002,1798.000
14406.25001000,831.000,.003,962.000,1793.003,1809.000
14406.25001000,834.000,.002,943.000,1777.002,1797.000
14406.25001000,845.000,.003,985.000,1830.003,1848.000
14406.25001000,825.000,.003,991.000,1816.003,1834.000
14406.25001000,844.000,.001,948.000,1792.001,1812.000
14406.25001000,818.000,.002,956.000,1774.002,1796.000
14406.25001000,814.000,.003,1017.000,1831.003,1852.000
14406.25001000,828.000,.002,1005.000,1833.002,1852.000
14406.25001000,821.000,.002,949.000,1770.002,1790.000
14406.25001000,827.000,.002,1.000,828.002,848.000
14406.25001000,837.000,.002,911.000,1748.002,1768.000
14406.25001000,821.000,.002,945.000,1766.002,1784.000
14406.25001000,835.000,.002,943.000,1778.002,1797.000
14406.25001000,844.000,.002,950.000,1794.002,1813.000
14406.25001000,836.000,.003,977.000,1813.003,1831.000
14406.25001000,821.000,.002,1023.000,1844.002,1864.000
14406.25001000,816.000,.002,945.000,1761.002,1777.000
14406.25001000,823.000,.001,954.000,1777.001,1796.000
14406.25001000,829.000,.002,956.000,1785.002,1803.000
