FileTransfer,GazeboRead,ReadFile,GazeboPublish,E2E latency,StepRuntime
14406.25001000,825.000,.002,946.000,1771.002,1788.000
14406.25001000,816.000,.002,968.000,1784.002,1802.000
14406.25001000,846.000,.002,946.000,1792.002,1810.000
14406.25001000,833.000,.003,944.000,1777.003,1794.000
14406.25001000,847.000,.001,962.000,1809.001,1827.000
14406.25001000,839.000,.002,1006.000,1845.002,1862.000
14406.25001000,846.000,.002,995.000,1841.002,1857.000
14406.25001000,816.000,.002,1018.000,1834.002,1850.000
14406.25001000,840.000,.002,952.000,1792.002,1808.000
14406.25001000,839.000,.002,942.000,1781.002,1798.000
14406.25001000,818.000,.003,950.000,1768.003,1785.000
14406.25001000,828.000,.002,1470.000,2298.002,2314.000
14406.25001000,820.000,.002,946.000,1766.002,1784.000
14406.25001000,823.000,.003,959.000,1782.003,1800.000
14406.25001000,843.000,.002,960.000,1803.002,1820.000
14406.25001000,845.000,.003,1086.000,1931.003,1949.000
14406.25001000,808.000,.003,957.000,1765.003,1785.000
14406.25001000,834.000,.002,1499.000,2333.002,2352.000
14406.25001000,829.000,.003,958.000,1787.003,1805.000
14406.25001000,824.000,.002,1007.000,1831.002,1849.000
14406.25001000,845.000,.003,1002.000,1847.003,1866.000
14406.25001000,838.000,.003,943.000,1781.003,1798.000
14406.25001000,823.000,.002,937.000,1760.002,1778.000
14406.25001000,827.000,.002,1017.000,1844.002,1861.000
14406.25001000,835.000,.003,1006.000,1841.003,1859.000
14406.25001000,819.000,.002,965.000,1784.002,1802.000
14406.25001000,796.000,.002,1018.000,1814.002,1830.000
14406.25001000,831.000,.002,1001.000,1832.002,1852.000
14406.25001000,811.000,.003,985.000,1796.003,1815.000
14406.25001000,825.000,.002,960.000,1785.002,1803.000
14406.25001000,842.000,.003,1.000,843.003,864.000
14406.25001000,820.000,.003,1017.000,1837.003,1855.000
14406.25001000,821.000,.002,971.000,1792.002,1807.000
14406.25001000,828.000,.003,1017.000,1845.003,1863.000
14406.25001000,824.000,.003,936.000,1760.003,1780.000
14406.25001000,819.000,.002,988.000,1807.002,1825.000
14406.25001000,829.000,.003,1429.000,2258.003,2276.000
14406.25001000,821.000,.002,1018.000,1839.002,1857.000
14406.25001000,834.000,.003,938.000,1772.003,1790.000
14406.25001000,833.000,.003,952.000,1785.003,1802.000
14406.25001000,815.000,.003,968.000,1783.003,1801.000
14406.25001000,822.000,.002,1007.000,1829.002,1846.000
14406.25001000,833.000,.003,1.000,834.003,853.000
14406.25001000,818.000,.002,1028.000,1846.002,1863.000
14406.25001000,837.000,.002,982.000,1819.002,1836.000
14406.25001000,819.000,.002,1010.000,1829.002,1846.000
14406.25001000,807.000,.002,991.000,1798.002,1817.000
14406.25001000,819.000,.002,996.000,1815.002,1831.000
14406.25001000,845.000,.002,1004.000,1849.002,1867.000
14406.25001000,845.000,.002,1074.000,1919.002,1935.000
14406.25001000,822.000,.001,956.000,1778.001,1794.000
14406.25001000,821.000,.002,1030.000,1851.002,1868.000
14406.25001000,849.000,.002,1070.000,1919.002,1936.000
14406.25001000,836.000,.002,1017.000,1853.002,1871.000
14406.25001000,820.000,.002,1095.000,1915.002,1931.000
14406.25001000,824.000,.002,949.000,1773.002,1790.000
14406.25001000,873.000,.002,1009.000,1882.002,1900.000
14406.25001000,843.000,.003,981.000,1824.003,1843.000
14406.25001000,826.000,.002,1015.000,1841.002,1857.000
14406.25001000,733.000,.002,952.000,1685.002,1702.000
14406.25001000,814.000,.002,967.000,1781.002,1799.000
14406.25001000,832.000,.003,1045.000,1877.003,1895.000
14406.25001000,854.000,.002,1004.000,1858.002,1875.000
14406.25001000,823.000,.002,942.000,1765.002,1783.000
14406.25001000,801.000,.003,987.000,1788.003,1806.000
