GazeboRead,NS3Link1,ReadFile,NS3Link2,GazeboPublish,E2E_Latency,StepRuntime
828.000,1418.45001000,.003,18.61001000,994.000,3259.06302000,9043.000
818.000,1418.45001000,.002,18.61001000,999.000,3254.06202000,9107.000
826.000,1418.45001000,.002,18.61001000,989.000,3252.06202000,9077.000
840.000,1418.45001000,.002,18.61001000,980.000,3257.06202000,8644.000
824.000,1418.45001000,.003,18.61001000,942.000,3203.06302000,8978.000
826.000,1418.45001000,.004,18.61001000,946.000,3209.06402000,9104.000
840.000,1418.45001000,.003,18.61001000,945.000,3222.06302000,9112.000
848.000,1418.45001000,.002,18.61001000,990.000,3275.06202000,9185.000
835.000,1418.45001000,.003,18.61001000,936.000,3208.06302000,9017.000
841.000,1418.45001000,.003,18.61001000,963.000,3241.06302000,9058.000
845.000,1418.45001000,.003,18.61001000,997.000,3279.06302000,9204.000
827.000,1418.45001000,.003,18.61001000,937.000,3201.06302000,9162.000
849.000,1418.45001000,.003,18.61001000,982.000,3268.06302000,9226.000
839.000,1418.45001000,.003,18.61001000,998.000,3274.06302000,9141.000
830.000,1418.45001000,.003,18.61001000,1008.000,3275.06302000,9175.000
831.000,1418.45001000,.003,18.61001000,1012.000,3280.06302000,9210.000
823.000,1418.45001000,.002,18.61001000,989.000,3249.06202000,9290.000
816.000,1418.45001000,.003,18.61001000,999.000,3252.06302000,10203.000
830.000,1418.45001000,.003,18.61001000,929.000,3196.06302000,9117.000
849.000,1418.45001000,.004,18.61001000,1019.000,3305.06402000,9230.000
830.000,1418.45001000,.004,18.61001000,994.000,3261.06402000,9202.000
820.000,1418.45001000,.003,18.61001000,965.000,3222.06302000,9196.000
845.000,1418.45001000,.002,18.61001000,1048.000,3330.06202000,9454.000
825.000,1418.45001000,.003,18.61001000,968.000,3230.06302000,9372.000
845.000,1418.45001000,.003,18.61001000,980.000,3262.06302000,9292.000
838.000,1418.45001000,.003,18.61001000,986.000,3261.06302000,9315.000
839.000,1418.45001000,.003,18.61001000,983.000,3259.06302000,9292.000
829.000,1418.45001000,.003,18.61001000,971.000,3237.06302000,9273.000
829.000,1418.45001000,.003,18.61001000,1021.000,3287.06302000,9379.000
836.000,1418.45001000,.003,18.61001000,870.000,3143.06302000,9274.000
826.000,1418.45001000,.003,18.61001000,969.000,3232.06302000,9323.000
829.000,1418.45001000,.002,18.61001000,979.000,3245.06202000,9258.000
821.000,1418.45001000,.004,18.61001000,989.000,3247.06402000,9265.000
823.000,1418.45001000,.003,18.61001000,968.000,3228.06302000,9262.000
828.000,1418.45001000,.004,18.61001000,996.000,3261.06402000,9285.000
828.000,1418.45001000,.003,18.61001000,1008.000,3273.06302000,9332.000
835.000,1418.45001000,.002,18.61001000,1.000,2273.06202000,8396.000
830.000,1418.45001000,.003,18.61001000,956.000,3223.06302000,9222.000
825.000,1418.45001000,.003,18.61001000,942.000,3204.06302000,9269.000
825.000,1418.45001000,.003,18.61001000,973.000,3235.06302000,9353.000
827.000,1418.45001000,.002,18.61001000,976.000,3240.06202000,9455.000
836.000,1418.45001000,.003,18.61001000,960.000,3233.06302000,9767.000
839.000,1418.45001000,.002,18.61001000,954.000,3230.06202000,9308.000
824.000,1418.45001000,.003,18.61001000,924.000,3185.06302000,9250.000
825.000,1418.45001000,.002,18.61001000,970.000,3232.06202000,9262.000
824.000,1418.45001000,.004,18.61001000,989.000,3250.06402000,9348.000
811.000,1418.45001000,.002,18.61001000,962.000,3210.06202000,9278.000
844.000,1418.45001000,.003,18.61001000,1045.000,3326.06302000,9305.000
829.000,1418.45001000,.004,18.61001000,989.000,3255.06402000,9252.000
828.000,1418.45001000,.004,18.61001000,1011.000,3276.06402000,9368.000
844.000,1418.45001000,.007,18.61001000,990.000,3271.06702000,9373.000
829.000,1418.45001000,.003,18.61001000,950.000,3216.06302000,9310.000
838.000,1418.45001000,.003,18.61001000,958.000,3233.06302000,9239.000
825.000,1418.45001000,.004,18.61001000,1057.000,3319.06402000,9312.000
846.000,1418.45001000,.011,18.61001000,1013.000,3296.07102000,9274.000
831.000,1418.45001000,.003,18.61001000,974.000,3242.06302000,9339.000
817.000,1418.45001000,.003,18.61001000,930.000,3184.06302000,9248.000
833.000,1418.45001000,.004,18.61001000,1071.000,3341.06402000,9376.000
825.000,1418.45001000,.003,18.61001000,1068.000,3330.06302000,9500.000
840.000,1418.45001000,.003,18.61001000,1059.000,3336.06302000,9312.000
831.000,1418.45001000,.003,18.61001000,907.000,3175.06302000,9203.000
837.000,1418.45001000,.003,18.61001000,1007.000,3281.06302000,9483.000
831.000,1418.45001000,.004,18.61001000,1025.000,3293.06402000,9340.000
840.000,1418.45001000,.003,18.61001000,1006.000,3283.06302000,9355.000
839.000,1418.45001000,.002,18.61001000,1.000,2277.06202000,8351.000
832.000,1418.45001000,.003,18.61001000,1057.000,3326.06302000,9317.000
825.000,1418.45001000,.003,18.61001000,995.000,3257.06302000,9277.000
833.000,1418.45001000,.003,18.61001000,949.000,3219.06302000,9309.000
835.000,1418.45001000,.003,18.61001000,1023.000,3295.06302000,9442.000
