GazeboRead,NS3Link1,ReadFile,NS3Link2,GazeboPublish,E2E_Latency,StepRuntime
823.000,1418.45001000,.002,18.61001000,942.000,3202.06202000,9013.000
817.000,1418.45001000,.003,18.61001000,985.000,3239.06302000,9044.000
840.000,1418.45001000,.003,18.61001000,1010.000,3287.06302000,9102.000
837.000,1418.45001000,.003,18.61001000,1009.000,3283.06302000,9107.000
826.000,1418.45001000,.002,18.61001000,1039.000,3302.06202000,9104.000
830.000,1418.45001000,.003,18.61001000,1008.000,3275.06302000,9118.000
847.000,1418.45001000,.002,18.61001000,977.000,3261.06202000,9080.000
843.000,1418.45001000,.004,18.61001000,955.000,3235.06402000,9105.000
829.000,1418.45001000,.003,18.61001000,1001.000,3267.06302000,9303.000
840.000,1418.45001000,.003,18.61001000,1031.000,3308.06302000,9240.000
847.000,1418.45001000,.002,18.61001000,946.000,3230.06202000,9108.000
836.000,1418.45001000,.002,18.61001000,952.000,3225.06202000,9075.000
818.000,1418.45001000,.003,18.61001000,997.000,3252.06302000,9193.000
832.000,1418.45001000,.003,18.61001000,952.000,3221.06302000,9128.000
852.000,1418.45001000,.004,18.61001000,941.000,3230.06402000,9194.000
839.000,1418.45001000,.003,18.61001000,996.000,3272.06302000,9154.000
841.000,1418.45001000,.004,18.61001000,1001.000,3279.06402000,9179.000
838.000,1418.45001000,.003,18.61001000,992.000,3267.06302000,9210.000
835.000,1418.45001000,.002,18.61001000,998.000,3270.06202000,9213.000
851.000,1418.45001000,.003,18.61001000,997.000,3285.06302000,9235.000
847.000,1418.45001000,.003,18.61001000,991.000,3275.06302000,9158.000
841.000,1418.45001000,.002,18.61001000,959.000,3237.06202000,9259.000
850.000,1418.45001000,.003,18.61001000,948.000,3235.06302000,9253.000
838.000,1418.45001000,.002,18.61001000,977.000,3252.06202000,9227.000
832.000,1418.45001000,.003,18.61001000,957.000,3226.06302000,9218.000
845.000,1418.45001000,.003,18.61001000,989.000,3271.06302000,9231.000
838.000,1418.45001000,.003,18.61001000,978.000,3253.06302000,9211.000
838.000,1418.45001000,.003,18.61001000,991.000,3266.06302000,9310.000
837.000,1418.45001000,.003,18.61001000,1035.000,3309.06302000,9314.000
841.000,1418.45001000,.002,18.61001000,997.000,3275.06202000,9368.000
831.000,1418.45001000,.003,18.61001000,963.000,3231.06302000,9337.000
817.000,1418.45001000,.003,18.61001000,1059.000,3313.06302000,9318.000
850.000,1418.45001000,.002,18.61001000,966.000,3253.06202000,9205.000
823.000,1418.45001000,.003,18.61001000,993.000,3253.06302000,9277.000
834.000,1418.45001000,.003,18.61001000,959.000,3230.06302000,9443.000
828.000,1418.45001000,.003,18.61001000,1000.000,3265.06302000,9305.000
830.000,1418.45001000,.003,18.61001000,1.000,2268.06302000,8305.000
832.000,1418.45001000,.003,18.61001000,1019.000,3288.06302000,9317.000
834.000,1418.45001000,.003,18.61001000,885.000,3156.06302000,9169.000
834.000,1418.45001000,.003,18.61001000,1025.000,3296.06302000,9441.000
841.000,1418.45001000,.002,18.61001000,938.000,3216.06202000,9188.000
840.000,1418.45001000,.003,18.61001000,996.000,3273.06302000,9392.000
832.000,1418.45001000,.003,18.61001000,950.000,3219.06302000,9108.000
829.000,1418.45001000,.003,18.61001000,966.000,3232.06302000,9251.000
825.000,1418.45001000,.003,18.61001000,995.000,3257.06302000,9406.000
816.000,1418.45001000,.004,18.61001000,1001.000,3254.06402000,9357.000
843.000,1418.45001000,.004,18.61001000,938.000,3218.06402000,9306.000
828.000,1418.45001000,.003,18.61001000,949.000,3214.06302000,9312.000
845.000,1418.45001000,.003,18.61001000,983.000,3265.06302000,9215.000
848.000,1418.45001000,.003,18.61001000,989.000,3274.06302000,9252.000
