GazeboRead,NS3Link1,ReadFile,NS3Link2,GazeboPublish,E2E_Latency,StepRuntime
839.000,1418.45001000,.003,18.61001000,968.000,3244.06302000,8947.000
836.000,1418.45001000,.002,18.61001000,1055.000,3328.06202000,9113.000
839.000,1418.45001000,.004,18.61001000,1000.000,3276.06402000,9079.000
834.000,1418.45001000,.003,18.61001000,939.000,3210.06302000,8903.000
832.000,1418.45001000,.003,18.61001000,947.000,3216.06302000,8986.000
845.000,1418.45001000,.003,18.61001000,930.000,3212.06302000,9103.000
851.000,1418.45001000,.002,18.61001000,990.000,3278.06202000,8315.000
830.000,1418.45001000,.003,18.61001000,997.000,3264.06302000,9025.000
836.000,1418.45001000,.004,18.61001000,945.000,3218.06402000,9014.000
837.000,1418.45001000,.002,18.61001000,951.000,3225.06202000,9106.000
840.000,1418.45001000,.003,18.61001000,968.000,3245.06302000,9040.000
829.000,1418.45001000,.003,18.61001000,1013.000,3279.06302000,9211.000
826.000,1418.45001000,.003,18.61001000,930.000,3193.06302000,8952.000
835.000,1418.45001000,.003,18.61001000,937.000,3209.06302000,9051.000
833.000,1418.45001000,.002,18.61001000,996.000,3266.06202000,9219.000
823.000,1418.45001000,.003,18.61001000,1008.000,3268.06302000,9153.000
854.000,1418.45001000,.002,18.61001000,1018.000,3309.06202000,9169.000
838.000,1418.45001000,.004,18.61001000,986.000,3261.06402000,9051.000
835.000,1418.45001000,.003,18.61001000,976.000,3248.06302000,9114.000
821.000,1418.45001000,.003,18.61001000,984.000,3242.06302000,9225.000
833.000,1418.45001000,.003,18.61001000,1484.000,3754.06302000,9694.000
849.000,1418.45001000,.002,18.61001000,1002.000,3288.06202000,9252.000
827.000,1418.45001000,.002,18.61001000,981.000,3245.06202000,9168.000
835.000,1418.45001000,.003,18.61001000,953.000,3225.06302000,9112.000
837.000,1418.45001000,.002,18.61001000,927.000,3201.06202000,9186.000
841.000,1418.45001000,.003,18.61001000,981.000,3259.06302000,9322.000
822.000,1418.45001000,.003,18.61001000,991.000,3250.06302000,9304.000
838.000,1418.45001000,.003,18.61001000,953.000,3228.06302000,9164.000
823.000,1418.45001000,.003,18.61001000,996.000,3256.06302000,9279.000
829.000,1418.45001000,.003,18.61001000,1007.000,3273.06302000,9344.000
841.000,1418.45001000,.002,18.61001000,1032.000,3310.06202000,9315.000
846.000,1418.45001000,.003,18.61001000,942.000,3225.06302000,9238.000
828.000,1418.45001000,.003,18.61001000,968.000,3233.06302000,9268.000
805.000,1418.45001000,.003,18.61001000,1005.000,3247.06302000,9216.000
833.000,1418.45001000,.003,18.61001000,847.000,3117.06302000,9077.000
867.000,1418.45001000,.003,18.61001000,942.000,3246.06302000,9280.000
847.000,1418.45001000,.003,18.61001000,1.000,2285.06302000,8380.000
839.000,1418.45001000,.003,18.61001000,1027.000,3303.06302000,9300.000
821.000,1418.45001000,.003,18.61001000,991.000,3249.06302000,9251.000
831.000,1418.45001000,.003,18.61001000,991.000,3259.06302000,9314.000
826.000,1418.45001000,.002,18.61001000,993.000,3256.06202000,9322.000
839.000,1418.45001000,.003,18.61001000,1009.000,3285.06302000,9337.000
