GazeboRead,NS3Link1,ReadFile,NS3Link2,GazeboPublish,E2E_Latency,StepRuntime
815.000,1418.45001000,.003,18.61001000,993.000,3245.06302000,9044.000
828.000,1418.45001000,.003,18.61001000,931.000,3196.06302000,9007.000
838.000,1418.45001000,.003,18.61001000,972.000,3247.06302000,9086.000
848.000,1418.45001000,.002,18.61001000,980.000,3265.06202000,9108.000
832.000,1418.45001000,.003,18.61001000,1002.000,3271.06302000,9163.000
840.000,1418.45001000,.004,18.61001000,962.000,3239.06402000,9211.000
841.000,1418.45001000,.003,18.61001000,1004.000,3282.06302000,9179.000
835.000,1418.45001000,.003,18.61001000,958.000,3230.06302000,9132.000
818.000,1418.45001000,.003,18.61001000,955.000,3210.06302000,9017.000
845.000,1418.45001000,.003,18.61001000,995.000,3277.06302000,9147.000
822.000,1418.45001000,.002,18.61001000,989.000,3248.06202000,9127.000
833.000,1418.45001000,.006,18.61001000,971.000,3241.06602000,9144.000
830.000,1418.45001000,.003,18.61001000,1003.000,3270.06302000,9218.000
839.000,1418.45001000,.002,18.61001000,938.000,3214.06202000,9182.000
834.000,1418.45001000,.003,18.61001000,948.000,3219.06302000,9086.000
832.000,1418.45001000,.004,18.61001000,1054.000,3323.06402000,9264.000
826.000,1418.45001000,.003,18.61001000,986.000,3249.06302000,9250.000
839.000,1418.45001000,.002,18.61001000,1017.000,3293.06202000,9268.000
830.000,1418.45001000,.003,18.61001000,970.000,3237.06302000,9159.000
828.000,1418.45001000,.003,18.61001000,976.000,3241.06302000,9209.000
828.000,1418.45001000,.003,18.61001000,956.000,3221.06302000,9206.000
847.000,1418.45001000,.002,18.61001000,989.000,3273.06202000,9303.000
835.000,1418.45001000,.002,18.61001000,929.000,3201.06202000,9232.000
833.000,1418.45001000,.003,18.61001000,1012.000,3282.06302000,9245.000
832.000,1418.45001000,.003,18.61001000,948.000,3217.06302000,9170.000
833.000,1418.45001000,.003,18.61001000,1021.000,3291.06302000,9339.000
