FileTransfer,GazeboRead,ReadFile,GazeboPublish,E2E latency,StepRuntime
301.282243000,789.000,.002,1034.000,1823.002,1841.000
301.282243000,792.000,.002,957.000,1749.002,1767.000
301.282243000,771.000,.003,903.000,1674.003,1693.000
301.282243000,778.000,.002,907.000,1685.002,1703.000
301.282243000,789.000,.002,965.000,1754.002,1772.000
301.282243000,779.000,.002,962.000,1741.002,1759.000
301.282243000,783.000,.003,963.000,1746.003,1765.000
301.282243000,773.000,.001,936.000,1709.001,1729.000
301.282243000,793.000,.003,984.000,1777.003,1795.000
301.282243000,780.000,.003,951.000,1731.003,1749.000
301.282243000,778.000,.003,907.000,1685.003,1702.000
301.282243000,787.000,.002,900.000,1687.002,1704.000
301.282243000,799.000,.002,1032.000,1831.002,1849.000
301.282243000,787.000,.002,990.000,1777.002,1795.000
301.282243000,780.000,.003,950.000,1730.003,1751.000
301.282243000,789.000,.002,904.000,1693.002,1714.000
301.282243000,778.000,.002,926.000,1704.002,1721.000
301.282243000,775.000,.006,951.000,1726.006,1747.000
301.282243000,780.000,.002,901.000,1681.002,1697.000
301.282243000,764.000,.004,978.000,1742.004,1762.000
301.282243000,786.000,.003,989.000,1775.003,1792.000
301.282243000,784.000,.002,963.000,1747.002,1763.000
301.282243000,787.000,.003,931.000,1718.003,1738.000
301.282243000,776.000,.003,950.000,1726.003,1746.000
301.282243000,768.000,.004,911.000,1679.004,1698.000
301.282243000,783.000,.003,906.000,1689.003,1707.000
301.282243000,792.000,.002,907.000,1699.002,1717.000
301.282243000,782.000,.002,924.000,1706.002,1725.000
301.282243000,773.000,.001,980.000,1753.001,1770.000
301.282243000,791.000,.005,967.000,1758.005,1781.000
301.282243000,776.000,.001,908.000,1684.001,1703.000
301.282243000,785.000,.002,911.000,1696.002,1714.000
301.282243000,784.000,.004,923.000,1707.004,1729.000
301.282243000,784.000,.002,953.000,1737.002,1755.000
301.282243000,693.000,.003,934.000,1627.003,1644.000
301.282243000,783.000,.002,957.000,1740.002,1758.000
301.282243000,790.000,.002,1.000,791.002,810.000
301.282243000,780.000,.002,899.000,1679.002,1696.000
301.282243000,795.000,.003,956.000,1751.003,1768.000
301.282243000,781.000,.002,925.000,1706.002,1724.000
301.282243000,784.000,.002,939.000,1723.002,1739.000
301.282243000,791.000,.002,986.000,1777.002,1795.000
301.282243000,797.000,.003,978.000,1775.003,1792.000
301.282243000,780.000,.004,953.000,1733.004,1753.000
301.282243000,765.000,.002,923.000,1688.002,1706.000
301.282243000,778.000,.002,898.000,1676.002,1693.000
301.282243000,788.000,.005,912.000,1700.005,1722.000
301.282243000,799.000,.002,1010.000,1809.002,1826.000
301.282243000,783.000,.004,943.000,1726.004,1746.000
301.282243000,786.000,.003,894.000,1680.003,1701.000
301.282243000,779.000,.002,916.000,1695.002,1713.000
301.282243000,785.000,.004,963.000,1748.004,1767.000
301.282243000,779.000,.002,922.000,1701.002,1719.000
301.282243000,782.000,.002,931.000,1713.002,1733.000
301.282243000,790.000,.002,957.000,1747.002,1765.000
301.282243000,805.000,.002,960.000,1765.002,1787.000
301.282243000,782.000,.004,938.000,1720.004,1741.000
301.282243000,779.000,.004,967.000,1746.004,1766.000
301.282243000,778.000,.002,935.000,1713.002,1731.000
301.282243000,787.000,.005,956.000,1743.005,1762.000
301.282243000,786.000,.002,929.000,1715.002,1733.000
301.282243000,791.000,.002,950.000,1741.002,1757.000
301.282243000,786.000,.002,944.000,1730.002,1748.000
301.282243000,784.000,.003,991.000,1775.003,1793.000
301.282243000,786.000,.003,1.000,787.003,804.000
301.282243000,770.000,.002,963.000,1733.002,1751.000
301.282243000,786.000,.002,912.000,1698.002,1714.000
301.282243000,759.000,.003,911.000,1670.003,1693.000
301.282243000,785.000,.001,922.000,1707.001,1724.000
301.282243000,799.000,.002,983.000,1782.002,1805.000
301.282243000,789.000,.003,963.000,1752.003,1771.000
301.282243000,786.000,.002,924.000,1710.002,1727.000
301.282243000,794.000,.003,983.000,1777.003,1799.000
301.282243000,781.000,.004,965.000,1746.004,1765.000
301.282243000,785.000,.002,1033.000,1818.002,1836.000
301.282243000,790.000,.002,987.000,1777.002,1795.000
301.282243000,794.000,.003,983.000,1777.003,1795.000
301.282243000,787.000,.002,964.000,1751.002,1768.000
301.282243000,764.000,.002,911.000,1675.002,1694.000
301.282243000,777.000,.004,925.000,1702.004,1723.000
301.282243000,776.000,.002,959.000,1735.002,1755.000
301.282243000,784.000,.003,920.000,1704.003,1723.000
301.282243000,784.000,.002,1027.000,1811.002,1831.000
301.282243000,784.000,.003,924.000,1708.003,1725.000
301.282243000,737.000,.002,920.000,1657.002,1673.000
301.282243000,781.000,.003,963.000,1744.003,1766.000
301.282243000,784.000,.005,970.000,1754.005,1774.000
301.282243000,780.000,.002,919.000,1699.002,1718.000
301.282243000,788.000,.004,920.000,1708.004,1731.000
301.282243000,790.000,.003,990.000,1780.003,1797.000
301.282243000,777.000,.002,956.000,1733.002,1751.000
301.282243000,789.000,.003,909.000,1698.003,1720.000
301.282243000,779.000,.003,933.000,1712.003,1730.000
301.282243000,777.000,.002,946.000,1723.002,1741.000
301.282243000,772.000,.002,962.000,1734.002,1752.000
301.282243000,783.000,.002,946.000,1729.002,1747.000
301.282243000,778.000,.004,905.000,1683.004,1703.000
301.282243000,776.000,.004,914.000,1690.004,1710.000
301.282243000,780.000,.002,903.000,1683.002,1703.000
301.282243000,793.000,.002,953.000,1746.002,1765.000
301.282243000,789.000,.003,920.000,1709.003,1729.000
301.282243000,782.000,.004,970.000,1752.004,1774.000
301.282243000,771.000,.003,966.000,1737.003,1755.000
301.282243000,781.000,.003,947.000,1728.003,1746.000
301.282243000,786.000,.002,910.000,1696.002,1718.000
301.282243000,773.000,.002,909.000,1682.002,1700.000
301.282243000,784.000,.003,930.000,1714.003,1732.000
301.282243000,787.000,.003,936.000,1723.003,1742.000
301.282243000,788.000,.003,895.000,1683.003,1700.000
301.282243000,781.000,.002,1.000,782.002,802.000
301.282243000,763.000,.002,1415.000,2178.002,2198.000
301.282243000,776.000,.003,901.000,1677.003,1695.000
301.282243000,792.000,.002,908.000,1700.002,1718.000
301.282243000,777.000,.005,927.000,1704.005,1725.000
301.282243000,770.000,.003,953.000,1723.003,1742.000
301.282243000,777.000,.003,914.000,1691.003,1713.000
301.282243000,785.000,.002,914.000,1699.002,1719.000
301.282243000,782.000,.003,930.000,1712.003,1729.000
301.282243000,794.000,.005,986.000,1780.005,1798.000
301.282243000,771.000,.003,1019.000,1790.003,1807.000
301.282243000,786.000,.003,955.000,1741.003,1761.000
301.282243000,791.000,.003,1.000,792.003,812.000
301.282243000,802.000,.003,959.000,1761.003,1779.000
301.282243000,797.000,.002,966.000,1763.002,1783.000
301.282243000,786.000,.002,943.000,1729.002,1748.000
301.282243000,783.000,.002,967.000,1750.002,1768.000
301.282243000,769.000,.003,903.000,1672.003,1692.000
301.282243000,782.000,.003,1033.000,1815.003,1833.000
301.282243000,794.000,.004,953.000,1747.004,1766.000
301.282243000,773.000,.002,909.000,1682.002,1700.000
301.282243000,800.000,.002,965.000,1765.002,1780.000
301.282243000,771.000,.002,920.000,1691.002,1708.000
301.282243000,783.000,.002,909.000,1692.002,1710.000
301.282243000,779.000,.003,926.000,1705.003,1724.000
301.282243000,790.000,.002,962.000,1752.002,1769.000
