FileTransfer,GazeboRead,ReadFile,GazeboPublish,E2E_Latency,StepRuntime
301.282243000,784.000,.003,912.000,1696.003,1713.000
301.282243000,783.000,.002,928.000,1711.002,1726.000
301.282243000,773.000,.003,961.000,1734.003,1751.000
301.282243000,782.000,.003,898.000,1680.003,1696.000
301.282243000,787.000,.003,941.000,1728.003,1746.000
301.282243000,778.000,.002,946.000,1724.002,1741.000
301.282243000,784.000,.002,905.000,1689.002,1706.000
301.282243000,769.000,.003,962.000,1731.003,1752.000
301.282243000,782.000,.001,948.000,1730.001,1749.000
301.282243000,779.000,.002,898.000,1677.002,1696.000
301.282243000,776.000,.002,893.000,1669.002,1686.000
301.282243000,784.000,.004,921.000,1705.004,1727.000
301.282243000,759.000,.005,914.000,1673.005,1692.000
301.282243000,775.000,.002,910.000,1685.002,1703.000
301.282243000,789.000,.002,961.000,1750.002,1768.000
301.282243000,777.000,.002,911.000,1688.002,1706.000
301.282243000,784.000,.002,904.000,1688.002,1704.000
301.282243000,777.000,.002,820.000,1597.002,1618.000
301.282243000,788.000,.002,964.000,1752.002,1769.000
301.282243000,806.000,.002,942.000,1748.002,1766.000
301.282243000,790.000,.002,942.000,1732.002,1750.000
301.282243000,785.000,.002,941.000,1726.002,1742.000
301.282243000,775.000,.003,949.000,1724.003,1743.000
301.282243000,798.000,.003,932.000,1730.003,1751.000
301.282243000,779.000,.002,958.000,1737.002,1755.000
301.282243000,777.000,.002,906.000,1683.002,1701.000
301.282243000,776.000,.002,913.000,1689.002,1708.000
301.282243000,785.000,.003,930.000,1715.003,1732.000
301.282243000,776.000,.003,962.000,1738.003,1756.000
301.282243000,785.000,.002,941.000,1726.002,1744.000
301.282243000,785.000,.003,949.000,1734.003,1751.000
301.282243000,775.000,.003,906.000,1681.003,1700.000
301.282243000,797.000,.002,931.000,1728.002,1746.000
301.282243000,780.000,.002,970.000,1750.002,1766.000
301.282243000,774.000,.002,911.000,1685.002,1703.000
301.282243000,792.000,.005,954.000,1746.005,1768.000
301.282243000,782.000,.003,1.000,783.003,804.000
301.282243000,776.000,.002,906.000,1682.002,1700.000
301.282243000,772.000,.003,891.000,1663.003,1682.000
301.282243000,789.000,.002,921.000,1710.002,1726.000
301.282243000,784.000,.002,928.000,1712.002,1730.000
301.282243000,783.000,.004,1002.000,1785.004,1805.000
301.282243000,790.000,.002,995.000,1785.002,1803.000
301.282243000,781.000,.002,956.000,1737.002,1754.000
301.282243000,791.000,.002,977.000,1768.002,1785.000
301.282243000,784.000,.002,895.000,1679.002,1698.000
301.282243000,789.000,.004,936.000,1725.004,1745.000
301.282243000,783.000,.002,962.000,1745.002,1761.000
301.282243000,772.000,.003,948.000,1720.003,1738.000
301.282243000,789.000,.001,963.000,1752.001,1768.000
301.282243000,797.000,.002,920.000,1717.002,1734.000
301.282243000,788.000,.002,949.000,1737.002,1753.000
301.282243000,789.000,.002,903.000,1692.002,1710.000
301.282243000,772.000,.003,911.000,1683.003,1702.000
301.282243000,773.000,.002,980.000,1753.002,1770.000
301.282243000,783.000,.002,904.000,1687.002,1706.000
301.282243000,796.000,.003,981.000,1777.003,1795.000
301.282243000,792.000,.003,889.000,1681.003,1699.000
301.282243000,779.000,.002,908.000,1687.002,1705.000
301.282243000,789.000,.002,910.000,1699.002,1718.000
301.282243000,790.000,.003,920.000,1710.003,1729.000
301.282243000,784.000,.002,1004.000,1788.002,1806.000
301.282243000,782.000,.002,948.000,1730.002,1749.000
301.282243000,779.000,.002,945.000,1724.002,1743.000
301.282243000,784.000,.002,1.000,785.002,811.000
301.282243000,771.000,.002,967.000,1738.002,1756.000
301.282243000,780.000,.002,1038.000,1818.002,1835.000
301.282243000,785.000,.002,989.000,1774.002,1792.000
301.282243000,784.000,.002,1002.000,1786.002,1805.000
301.282243000,775.000,.003,968.000,1743.003,1762.000
301.282243000,788.000,.002,928.000,1716.002,1733.000
301.282243000,778.000,.002,948.000,1726.002,1744.000
301.282243000,785.000,.002,793.000,1578.002,1595.000
301.282243000,778.000,.003,901.000,1679.003,1697.000
301.282243000,776.000,.002,909.000,1685.002,1702.000
301.282243000,785.000,.003,922.000,1707.003,1724.000
301.282243000,791.000,.003,921.000,1712.003,1730.000
301.282243000,772.000,.002,955.000,1727.002,1743.000
301.282243000,790.000,.003,900.000,1690.003,1709.000
301.282243000,785.000,.003,892.000,1677.003,1695.000
301.282243000,806.000,.005,918.000,1724.005,1749.000
301.282243000,786.000,.002,971.000,1757.002,1776.000
301.282243000,792.000,.004,951.000,1743.004,1766.000
301.282243000,782.000,.004,896.000,1678.004,1698.000
301.282243000,782.000,.002,924.000,1706.002,1725.000
301.282243000,780.000,.002,933.000,1713.002,1731.000
301.282243000,778.000,.003,968.000,1746.003,1764.000
301.282243000,776.000,.004,909.000,1685.004,1706.000
301.282243000,795.000,.001,1018.000,1813.001,1829.000
301.282243000,795.000,.002,982.000,1777.002,1792.000
301.282243000,793.000,.002,942.000,1735.002,1754.000
301.282243000,791.000,.002,912.000,1703.002,1720.000
301.282243000,787.000,.002,1028.000,1815.002,1832.000
301.282243000,798.000,.003,985.000,1783.003,1801.000
301.282243000,796.000,.003,974.000,1770.003,1789.000
301.282243000,777.000,.002,962.000,1739.002,1756.000
301.282243000,786.000,.002,940.000,1726.002,1743.000
301.282243000,788.000,.003,950.000,1738.003,1762.000
301.282243000,784.000,.003,887.000,1671.003,1692.000
301.282243000,786.000,.002,911.000,1697.002,1714.000
301.282243000,788.000,.002,925.000,1713.002,1731.000
301.282243000,791.000,.003,983.000,1774.003,1793.000
301.282243000,792.000,.002,963.000,1755.002,1772.000
301.282243000,792.000,.003,892.000,1684.003,1704.000
301.282243000,789.000,.002,1027.000,1816.002,1835.000
301.282243000,783.000,.003,944.000,1727.003,1747.000
301.282243000,781.000,.003,914.000,1695.003,1713.000
301.282243000,784.000,.004,969.000,1753.004,1775.000
301.282243000,780.000,.003,907.000,1687.003,1706.000
301.282243000,781.000,.002,1.000,782.002,803.000
301.282243000,787.000,.002,1036.000,1823.002,1840.000
301.282243000,791.000,.002,991.000,1782.002,1799.000
301.282243000,770.000,.002,949.000,1719.002,1739.000
301.282243000,779.000,.002,898.000,1677.002,1694.000
301.282243000,772.000,.002,975.000,1747.002,1764.000
301.282243000,770.000,.004,965.000,1735.004,1755.000
301.282243000,777.000,.002,943.000,1720.002,1740.000
301.282243000,793.000,.003,988.000,1781.003,1800.000
