FileTransfer,GazeboRead,ReadFile,GazeboPublish,E2E_Latency,StepRuntime
301.282243000,781.000,.005,953.000,1734.005,1755.000
301.282243000,795.000,.005,935.000,1730.005,1751.000
301.282243000,780.000,.002,997.000,1777.002,1796.000
301.282243000,784.000,.005,993.000,1777.005,1797.000
301.282243000,795.000,.003,989.000,1784.003,1798.000
301.282243000,789.000,.003,986.000,1775.003,1793.000
301.282243000,779.000,.002,972.000,1751.002,1768.000
301.282243000,780.000,.004,930.000,1710.004,1728.000
301.282243000,795.000,.003,990.000,1785.003,1803.000
301.282243000,799.000,.003,981.000,1780.003,1798.000
301.282243000,787.000,.002,952.000,1739.002,1756.000
301.282243000,785.000,.003,942.000,1727.003,1747.000
301.282243000,784.000,.002,988.000,1772.002,1789.000
301.282243000,789.000,.002,994.000,1783.002,1803.000
301.282243000,773.000,.003,958.000,1731.003,1752.000
301.282243000,788.000,.002,1.000,789.002,807.000
301.282243000,794.000,.002,922.000,1716.002,1734.000
301.282243000,790.000,.002,958.000,1748.002,1766.000
301.282243000,791.000,.002,929.000,1720.002,1739.000
301.282243000,786.000,.003,961.000,1747.003,1766.000
301.282243000,776.000,.002,930.000,1706.002,1726.000
301.282243000,777.000,.002,954.000,1731.002,1751.000
301.282243000,803.000,.006,963.000,1766.006,1789.000
301.282243000,776.000,.003,968.000,1744.003,1763.000
301.282243000,779.000,.003,964.000,1743.003,1761.000
301.282243000,785.000,.003,930.000,1715.003,1732.000
301.282243000,786.000,.002,957.000,1743.002,1760.000
301.282243000,778.000,.002,1037.000,1815.002,1832.000
301.282243000,781.000,.002,964.000,1745.002,1767.000
301.282243000,787.000,.002,968.000,1755.002,1771.000
301.282243000,790.000,.002,914.000,1704.002,1721.000
301.282243000,791.000,.002,1033.000,1824.002,1841.000
301.282243000,784.000,.002,993.000,1777.002,1795.000
301.282243000,782.000,.004,964.000,1746.004,1769.000
301.282243000,794.000,.002,961.000,1755.002,1774.000
301.282243000,784.000,.002,923.000,1707.002,1724.000
301.282243000,794.000,.002,957.000,1751.002,1768.000
301.282243000,800.000,.002,946.000,1746.002,1762.000
301.282243000,799.000,.002,980.000,1779.002,1797.000
301.282243000,785.000,.003,961.000,1746.003,1764.000
301.282243000,781.000,.002,933.000,1714.002,1731.000
301.282243000,763.000,.002,1023.000,1786.002,1804.000
301.282243000,795.000,.003,949.000,1744.003,1764.000
301.282243000,783.000,.004,966.000,1749.004,1770.000
301.282243000,792.000,.002,901.000,1693.002,1709.000
301.282243000,789.000,.002,938.000,1727.002,1745.000
301.282243000,775.000,.004,966.000,1741.004,1760.000
301.282243000,795.000,.004,925.000,1720.004,1739.000
301.282243000,783.000,.002,967.000,1750.002,1769.000
301.282243000,791.000,.002,965.000,1756.002,1773.000
301.282243000,791.000,.002,896.000,1687.002,1705.000
301.282243000,774.000,.005,921.000,1695.005,1717.000
301.282243000,780.000,.003,905.000,1685.003,1706.000
301.282243000,772.000,.003,930.000,1702.003,1722.000
301.282243000,789.000,.005,963.000,1752.005,1772.000
301.282243000,812.000,.002,946.000,1758.002,1777.000
301.282243000,789.000,.003,1039.000,1828.003,1846.000
301.282243000,772.000,.002,975.000,1747.002,1767.000
301.282243000,787.000,.002,970.000,1757.002,1775.000
301.282243000,781.000,.004,925.000,1706.004,1725.000
301.282243000,783.000,.003,1.000,784.003,804.000
301.282243000,776.000,.002,932.000,1708.002,1726.000
301.282243000,784.000,.002,950.000,1734.002,1751.000
301.282243000,791.000,.004,927.000,1718.004,1737.000
301.282243000,777.000,.003,953.000,1730.003,1749.000
301.282243000,784.000,.002,857.000,1641.002,1658.000
301.282243000,787.000,.002,962.000,1749.002,1767.000
301.282243000,781.000,.004,1023.000,1804.004,1825.000
301.282243000,781.000,.003,967.000,1748.003,1766.000
301.282243000,784.000,.001,1028.000,1812.001,1833.000
301.282243000,781.000,.003,967.000,1748.003,1767.000
301.282243000,805.000,.003,1004.000,1809.003,1827.000
301.282243000,787.000,.002,1.000,788.002,807.000
301.282243000,776.000,.003,963.000,1739.003,1760.000
301.282243000,781.000,.003,920.000,1701.003,1725.000
301.282243000,771.000,.003,961.000,1732.003,1751.000
301.282243000,782.000,.003,903.000,1685.003,1705.000
301.282243000,780.000,.003,914.000,1694.003,1713.000
301.282243000,774.000,.002,898.000,1672.002,1691.000
301.282243000,788.000,.002,1030.000,1818.002,1835.000
301.282243000,790.000,.003,954.000,1744.003,1767.000
301.282243000,777.000,.003,976.000,1753.003,1773.000
301.282243000,793.000,.002,907.000,1700.002,1719.000
301.282243000,780.000,.002,934.000,1714.002,1733.000
301.282243000,804.000,.002,918.000,1722.002,1740.000
301.282243000,782.000,.002,901.000,1683.002,1701.000
301.282243000,775.000,.003,934.000,1709.003,1729.000
301.282243000,781.000,.003,929.000,1710.003,1728.000
301.282243000,786.000,.004,991.000,1777.004,1796.000
301.282243000,794.000,.002,989.000,1783.002,1801.000
301.282243000,782.000,.003,963.000,1745.003,1763.000
301.282243000,786.000,.003,1035.000,1821.003,1839.000
301.282243000,790.000,.002,922.000,1712.002,1729.000
301.282243000,784.000,.002,909.000,1693.002,1709.000
301.282243000,790.000,.002,917.000,1707.002,1725.000
