FileTransfer,GazeboRead,ReadFile,GazeboPublish,E2E_Latency,StepRuntime
301.282243000,779.000,.002,950.000,1729.002,1747.000
301.282243000,804.000,.003,926.000,1730.003,1748.000
301.282243000,805.000,.004,979.000,1784.004,1805.000
301.282243000,783.000,.002,956.000,1739.002,1760.000
301.282243000,792.000,.004,960.000,1752.004,1772.000
301.282243000,788.000,.003,896.000,1684.003,1704.000
301.282243000,780.000,.002,910.000,1690.002,1707.000
301.282243000,763.000,.003,929.000,1692.003,1716.000
301.282243000,785.000,.004,924.000,1709.004,1727.000
301.282243000,783.000,.002,946.000,1729.002,1750.000
301.282243000,777.000,.003,897.000,1674.003,1693.000
301.282243000,776.000,.002,906.000,1682.002,1699.000
301.282243000,786.000,.003,899.000,1685.003,1704.000
301.282243000,796.000,.002,935.000,1731.002,1749.000
301.282243000,779.000,.002,952.000,1731.002,1751.000
301.282243000,780.000,.002,938.000,1718.002,1738.000
301.282243000,791.000,.002,2.000,793.002,811.000
301.282243000,784.000,.002,981.000,1765.002,1781.000
301.282243000,795.000,.003,987.000,1782.003,1801.000
301.282243000,789.000,.002,943.000,1732.002,1750.000
301.282243000,788.000,.002,916.000,1704.002,1722.000
301.282243000,765.000,.005,894.000,1659.005,1681.000
301.282243000,803.000,.003,1030.000,1833.003,1851.000
301.282243000,777.000,.003,972.000,1749.003,1767.000
301.282243000,781.000,.002,928.000,1709.002,1727.000
301.282243000,777.000,.003,939.000,1716.003,1733.000
301.282243000,789.000,.002,925.000,1714.002,1731.000
301.282243000,780.000,.003,895.000,1675.003,1693.000
301.282243000,776.000,.002,1.000,777.002,798.000
301.282243000,784.000,.002,930.000,1714.002,1734.000
301.282243000,775.000,.003,954.000,1729.003,1747.000
301.282243000,769.000,.002,926.000,1695.002,1713.000
301.282243000,790.000,.003,966.000,1756.003,1774.000
301.282243000,783.000,.003,899.000,1682.003,1699.000
301.282243000,779.000,.002,902.000,1681.002,1698.000
301.282243000,776.000,.005,899.000,1675.005,1695.000
301.282243000,794.000,.004,907.000,1701.004,1722.000
301.282243000,781.000,.004,1034.000,1815.004,1837.000
301.282243000,770.000,.002,956.000,1726.002,1744.000
301.282243000,777.000,.003,900.000,1677.003,1697.000
301.282243000,779.000,.003,962.000,1741.003,1760.000
301.282243000,771.000,.002,960.000,1731.002,1750.000
301.282243000,769.000,.002,905.000,1674.002,1691.000
301.282243000,784.000,.004,900.000,1684.004,1705.000
301.282243000,774.000,.002,916.000,1690.002,1713.000
301.282243000,763.000,.002,906.000,1669.002,1688.000
301.282243000,782.000,.002,902.000,1684.002,1701.000
301.282243000,787.000,.003,931.000,1718.003,1735.000
301.282243000,779.000,.003,948.000,1727.003,1747.000
301.282243000,778.000,.003,947.000,1725.003,1743.000
301.282243000,784.000,.002,946.000,1730.002,1752.000
