FileTransfer,GazeboRead,ReadFile,GazeboPublish,E2E_Latency,StepRuntime
301.282243000,794.000,.003,917.000,1711.003,1732.000
301.282243000,783.000,.003,923.000,1706.003,1723.000
301.282243000,782.000,.003,977.000,1759.003,1777.000
301.282243000,795.000,.005,955.000,1750.005,1770.000
301.282243000,771.000,.002,907.000,1678.002,1697.000
301.282243000,787.000,.003,901.000,1688.003,1706.000
301.282243000,782.000,.003,890.000,1672.003,1692.000
301.282243000,789.000,.003,948.000,1737.003,1755.000
301.282243000,788.000,.002,940.000,1728.002,1746.000
301.282243000,779.000,.002,899.000,1678.002,1699.000
301.282243000,785.000,.004,895.000,1680.004,1701.000
301.282243000,772.000,.003,920.000,1692.003,1711.000
301.282243000,784.000,.002,928.000,1712.002,1731.000
301.282243000,781.000,.004,967.000,1748.004,1768.000
301.282243000,779.000,.003,890.000,1669.003,1688.000
301.282243000,787.000,.003,903.000,1690.003,1709.000
301.282243000,777.000,.003,935.000,1712.003,1731.000
301.282243000,788.000,.003,948.000,1736.003,1754.000
301.282243000,782.000,.002,916.000,1698.002,1717.000
301.282243000,789.000,.002,922.000,1711.002,1727.000
301.282243000,779.000,.003,969.000,1748.003,1768.000
301.282243000,781.000,.002,928.000,1709.002,1726.000
301.282243000,780.000,.003,968.000,1748.003,1768.000
301.282243000,789.000,.004,966.000,1755.004,1776.000
301.282243000,788.000,.005,902.000,1690.005,1712.000
301.282243000,783.000,.003,936.000,1719.003,1741.000
301.282243000,777.000,.001,1007.000,1784.001,1801.000
301.282243000,797.000,.004,946.000,1743.004,1763.000
301.282243000,781.000,.002,904.000,1685.002,1701.000
301.282243000,786.000,.002,1023.000,1809.002,1828.000
301.282243000,783.000,.002,968.000,1751.002,1768.000
301.282243000,789.000,.002,1.000,790.002,811.000
301.282243000,766.000,.004,927.000,1693.004,1714.000
301.282243000,780.000,.003,969.000,1749.003,1767.000
301.282243000,783.000,.003,933.000,1716.003,1734.000
301.282243000,782.000,.003,964.000,1746.003,1764.000
301.282243000,789.000,.003,1028.000,1817.003,1838.000
301.282243000,781.000,.002,965.000,1746.002,1766.000
301.282243000,783.000,.003,1024.000,1807.003,1825.000
301.282243000,801.000,.003,977.000,1778.003,1797.000
301.282243000,779.000,.002,956.000,1735.002,1753.000
301.282243000,781.000,.002,920.000,1701.002,1720.000
301.282243000,787.000,.004,957.000,1744.004,1764.000
301.282243000,780.000,.002,1.000,781.002,797.000
301.282243000,785.000,.002,907.000,1692.002,1709.000
301.282243000,784.000,.003,915.000,1699.003,1719.000
301.282243000,798.000,.002,1020.000,1818.002,1839.000
301.282243000,795.000,.003,977.000,1772.003,1791.000
301.282243000,772.000,.002,959.000,1731.002,1748.000
301.282243000,798.000,.002,1039.000,1837.002,1854.000
301.282243000,802.000,.002,974.000,1776.002,1793.000
301.282243000,778.000,.003,964.000,1742.003,1764.000
301.282243000,794.000,.001,955.000,1749.001,1768.000
301.282243000,782.000,.003,907.000,1689.003,1708.000
301.282243000,796.000,.002,932.000,1728.002,1747.000
301.282243000,772.000,.002,1015.000,1787.002,1805.000
301.282243000,772.000,.003,949.000,1721.003,1740.000
301.282243000,783.000,.003,896.000,1679.003,1698.000
301.282243000,783.000,.002,955.000,1738.002,1757.000
301.282243000,786.000,.004,994.000,1780.004,1801.000
301.282243000,778.000,.002,971.000,1749.002,1766.000
301.282243000,777.000,.002,935.000,1712.002,1734.000
301.282243000,796.000,.002,982.000,1778.002,1799.000
301.282243000,785.000,.001,989.000,1774.001,1795.000
301.282243000,786.000,.002,964.000,1750.002,1770.000
301.282243000,785.000,.005,1024.000,1809.005,1831.000
