GazeboRead,NS3Link1,ReadFile,NS3Link2,GazeboPublish,E2E_Latency,StepRuntime
3.000,,.002,,5.000,,508.000
3.000,,.004,,4.000,,484.000
3.000,,.003,,4.000,,521.000
9.000,,.003,,5.000,,490.000
4.000,,.003,,4.000,,467.000
2.000,,.003,,4.000,,469.000
3.000,,.003,,4.000,,465.000
4.000,,.003,,3.000,,523.000
2.000,,.002,,5.000,,482.000
3.000,,.003,,4.000,,451.000
3.000,,.003,,3.000,,458.000
3.000,,.005,,4.000,,472.000
3.000,,.003,,4.000,,451.000
2.000,,.003,,5.000,,503.000
4.000,,.003,,5.000,,444.000
4.000,,.003,,3.000,,441.000
3.000,,.004,,3.000,,510.000
3.000,,.004,,4.000,,481.000
4.000,,.002,,4.000,,448.000
5.000,,.003,,4.000,,472.000
3.000,,.003,,4.000,,488.000
3.000,,.003,,4.000,,443.000
4.000,,.002,,4.000,,483.000
4.000,,.003,,9.000,,456.000
3.000,,.003,,4.000,,461.000
3.000,,.003,,4.000,,489.000
3.000,,.002,,4.000,,450.000
4.000,,.003,,4.000,,485.000
3.000,,.003,,3.000,,459.000
3.000,,.003,,4.000,,518.000
4.000,,.003,,4.000,,464.000
3.000,,.004,,6.000,,498.000
3.000,,.003,,4.000,,452.000
3.000,,.003,,3.000,,453.000
3.000,,.003,,4.000,,485.000
3.000,,.003,,3.000,,478.000
3.000,,.004,,2.000,,467.000
4.000,,.003,,4.000,,483.000
3.000,,.003,,5.000,,446.000
4.000,,.002,,5.000,,515.000
4.000,,.002,,4.000,,474.000
3.000,,.003,,5.000,,448.000
4.000,,.003,,10.000,,458.000
6.000,,.003,,3.000,,462.000
4.000,,.003,,3.000,,472.000
3.000,,.002,,4.000,,474.000
4.000,,.003,,3.000,,453.000
3.000,,.002,,5.000,,466.000
3.000,,.003,,4.000,,477.000
10.000,,.002,,4.000,,479.000
4.000,,.003,,4.000,,441.000
4.000,,.003,,4.000,,471.000
3.000,,.003,,4.000,,446.000
3.000,,.003,,4.000,,482.000
4.000,,.003,,5.000,,466.000
3.000,,.002,,4.000,,439.000
3.000,,.003,,4.000,,477.000
3.000,,.002,,4.000,,438.000
3.000,,.002,,4.000,,477.000
3.000,,.002,,4.000,,468.000
3.000,,.002,,5.000,,448.000
3.000,,.003,,4.000,,447.000
3.000,,.003,,3.000,,466.000
3.000,,.003,,3.000,,477.000
3.000,,.003,,1.000,,473.000
3.000,,.003,,4.000,,440.000
3.000,,.003,,4.000,,437.000
3.000,,.004,,4.000,,464.000
3.000,,.003,,4.000,,457.000
3.000,,.003,,4.000,,465.000
3.000,,.002,,3.000,,443.000
3.000,,.003,,3.000,,446.000
3.000,,.011,,5.000,,466.000
4.000,,.004,,4.000,,486.000
3.000,,.003,,3.000,,456.000
3.000,,.003,,4.000,,484.000
4.000,,.003,,4.000,,453.000
4.000,,.003,,4.000,,474.000
4.000,,.003,,4.000,,468.000
3.000,,.003,,3.000,,447.000
3.000,,.003,,4.000,,473.000
3.000,,.004,,4.000,,469.000
3.000,,.002,,4.000,,465.000
4.000,,.003,,4.000,,449.000
4.000,,.003,,4.000,,467.000
3.000,,.004,,4.000,,451.000
3.000,,.003,,5.000,,491.000
5.000,,.003,,4.000,,466.000
3.000,,.004,,4.000,,455.000
4.000,,.004,,5.000,,528.000
4.000,,.002,,4.000,,569.000
3.000,,.003,,4.000,,533.000
