GazeboRead,NS3Link1,ReadFile,NS3Link2,GazeboPublish,SumLatency,StepRuntime
833.000,8.755174000,.003,12.890177000,1017.000,1871.648351000,2996.000
824.000,8.755174000,.003,12.890177000,991.000,1836.648351000,3009.000
820.000,8.755174000,.003,12.890177000,925.000,1766.648351000,2948.000
818.000,8.755174000,.002,12.890177000,995.000,1834.647351000,2983.000
814.000,8.755174000,.003,12.890177000,946.000,1781.648351000,2935.000
814.000,8.755174000,.003,12.890177000,999.000,1834.648351000,2986.000
833.000,8.755174000,.003,12.890177000,1012.000,1866.648351000,3046.000
819.000,8.755174000,.003,12.890177000,958.000,1798.648351000,2966.000
834.000,8.755174000,.002,12.890177000,965.000,1820.647351000,3000.000
828.000,8.755174000,.002,12.890177000,1006.000,1855.647351000,3032.000
813.000,8.755174000,.003,12.890177000,1020.000,1854.648351000,2998.000
834.000,8.755174000,.003,12.890177000,936.000,1791.648351000,2943.000
827.000,8.755174000,.003,12.890177000,991.000,1839.648351000,3010.000
809.000,8.755174000,.003,12.890177000,975.000,1805.648351000,2957.000
838.000,8.755174000,.003,12.890177000,938.000,1797.648351000,2959.000
829.000,8.755174000,.002,12.890177000,986.000,1836.647351000,2972.000
818.000,8.755174000,.004,12.890177000,981.000,1820.649351000,3015.000
814.000,8.755174000,.003,12.890177000,1006.000,1841.648351000,3009.000
824.000,8.755174000,.003,12.890177000,957.000,1802.648351000,2942.000
818.000,8.755174000,.002,12.890177000,1087.000,1926.647351000,3102.000
813.000,8.755174000,.003,12.890177000,995.000,1829.648351000,2963.000
803.000,8.755174000,.002,12.890177000,981.000,1805.647351000,2976.000
814.000,8.755174000,.003,12.890177000,963.000,1798.648351000,2958.000
800.000,8.755174000,.003,12.890177000,988.000,1809.648351000,2966.000
834.000,8.755174000,.002,12.890177000,1034.000,1889.647351000,3038.000
821.000,8.755174000,.003,12.890177000,1006.000,1848.648351000,2997.000
818.000,8.755174000,.003,12.890177000,937.000,1776.648351000,2944.000
835.000,8.755174000,.002,12.890177000,997.000,1853.647351000,3007.000
820.000,8.755174000,.003,12.890177000,993.000,1834.648351000,2993.000
817.000,8.755174000,.002,12.890177000,1001.000,1839.647351000,3013.000
811.000,8.755174000,.003,12.890177000,1007.000,1839.648351000,2989.000
802.000,8.755174000,.003,12.890177000,963.000,1786.648351000,2956.000
832.000,8.755174000,.003,12.890177000,961.000,1814.648351000,2973.000
856.000,8.755174000,.003,12.890177000,992.000,1869.648351000,3028.000
846.000,8.755174000,.002,12.890177000,961.000,1828.647351000,2995.000
821.000,8.755174000,.003,12.890177000,960.000,1802.648351000,2955.000
827.000,8.755174000,.003,12.890177000,1.000,849.648351000,2042.000
813.000,8.755174000,.002,12.890177000,989.000,1823.647351000,2974.000
845.000,8.755174000,.003,12.890177000,953.000,1819.648351000,2975.000
835.000,8.755174000,.002,12.890177000,950.000,1806.647351000,2951.000
852.000,8.755174000,.003,12.890177000,936.000,1809.648351000,2951.000
800.000,8.755174000,.003,12.890177000,1015.000,1836.648351000,2992.000
822.000,8.755174000,.003,12.890177000,991.000,1834.648351000,3000.000
839.000,8.755174000,.003,12.890177000,986.000,1846.648351000,3008.000
805.000,8.755174000,.005,12.890177000,969.000,1795.650351000,2953.000
814.000,8.755174000,.002,12.890177000,1016.000,1851.647351000,2998.000
820.000,8.755174000,.003,12.890177000,1011.000,1852.648351000,3006.000
825.000,8.755174000,.003,12.890177000,959.000,1805.648351000,2974.000
844.000,8.755174000,.003,12.890177000,969.000,1834.648351000,2971.000
804.000,8.755174000,.003,12.890177000,1075.000,1900.648351000,3060.000
815.000,8.755174000,.003,12.890177000,995.000,1831.648351000,2968.000
816.000,8.755174000,.005,12.890177000,1020.000,1857.650351000,3029.000
820.000,8.755174000,.003,12.890177000,1019.000,1860.648351000,3006.000
823.000,8.755174000,.003,12.890177000,947.000,1791.648351000,2963.000
817.000,8.755174000,.004,12.890177000,1032.000,1870.649351000,3031.000
834.000,8.755174000,.003,12.890177000,955.000,1810.648351000,2965.000
803.000,8.755174000,.003,12.890177000,965.000,1789.648351000,2943.000
828.000,8.755174000,.003,12.890177000,1007.000,1856.648351000,2997.000
839.000,8.755174000,.003,12.890177000,941.000,1801.648351000,2965.000
811.000,8.755174000,.003,12.890177000,989.000,1821.648351000,2983.000
808.000,8.755174000,.003,12.890177000,950.000,1779.648351000,2922.000
828.000,8.755174000,.003,12.890177000,1013.000,1862.648351000,3029.000
837.000,8.755174000,.003,12.890177000,946.000,1804.648351000,2963.000
834.000,8.755174000,.002,12.890177000,1018.000,1873.647351000,3036.000
821.000,8.755174000,.003,12.890177000,2.000,844.648351000,1992.000
839.000,8.755174000,.002,12.890177000,1085.000,1945.647351000,3106.000
