GazeboRead,NS3Link1,ReadFile,NS3Link2,GazeboPublish,SumLatency,StepRuntime
812.000,8.755174000,.003,12.890177000,998.000,1831.648351000,3005.000
829.000,8.755174000,.003,12.890177000,944.000,1794.648351000,2979.000
823.000,8.755174000,.003,12.890177000,984.000,1828.648351000,2984.000
819.000,8.755174000,.002,12.890177000,1032.000,1872.647351000,3029.000
814.000,8.755174000,.003,12.890177000,992.000,1827.648351000,2973.000
816.000,8.755174000,.003,12.890177000,994.000,1831.648351000,3006.000
819.000,8.755174000,.003,12.890177000,982.000,1822.648351000,2956.000
817.000,8.755174000,.002,12.890177000,1017.000,1855.647351000,3005.000
824.000,8.755174000,.002,12.890177000,1014.000,1859.647351000,3004.000
831.000,8.755174000,.003,12.890177000,966.000,1818.648351000,2993.000
823.000,8.755174000,.004,12.890177000,969.000,1813.649351000,3012.000
813.000,8.755174000,.003,12.890177000,965.000,1799.648351000,2992.000
822.000,8.755174000,.003,12.890177000,983.000,1826.648351000,2966.000
809.000,8.755174000,.002,12.890177000,990.000,1820.647351000,2978.000
823.000,8.755174000,.002,12.890177000,1062.000,1906.647351000,3054.000
839.000,8.755174000,.003,12.890177000,1.000,861.648351000,2034.000
839.000,8.755174000,.003,12.890177000,992.000,1852.648351000,3005.000
823.000,8.755174000,.002,12.890177000,1012.000,1856.647351000,3021.000
817.000,8.755174000,.003,12.890177000,960.000,1798.648351000,2972.000
848.000,8.755174000,.002,12.890177000,1059.000,1928.647351000,3063.000
819.000,8.755174000,.002,12.890177000,977.000,1817.647351000,2963.000
814.000,8.755174000,.003,12.890177000,956.000,1791.648351000,2937.000
816.000,8.755174000,.003,12.890177000,950.000,1787.648351000,2956.000
820.000,8.755174000,.003,12.890177000,1053.000,1894.648351000,3050.000
819.000,8.755174000,.003,12.890177000,981.000,1821.648351000,2990.000
845.000,8.755174000,.002,12.890177000,940.000,1806.647351000,2961.000
804.000,8.755174000,.003,12.890177000,956.000,1781.648351000,2938.000
827.000,8.755174000,.002,12.890177000,2.000,850.647351000,2006.000
823.000,8.755174000,.003,12.890177000,942.000,1786.648351000,2957.000
818.000,8.755174000,.004,12.890177000,1016.000,1855.649351000,3033.000
817.000,8.755174000,.003,12.890177000,1025.000,1863.648351000,3011.000
823.000,8.755174000,.002,12.890177000,1000.000,1844.647351000,2997.000
821.000,8.755174000,.002,12.890177000,1023.000,1865.647351000,3007.000
808.000,8.755174000,.003,12.890177000,965.000,1794.648351000,2958.000
812.000,8.755174000,.002,12.890177000,995.000,1828.647351000,2973.000
812.000,8.755174000,.002,12.890177000,978.000,1811.647351000,2960.000
826.000,8.755174000,.003,12.890177000,948.000,1795.648351000,2965.000
828.000,8.755174000,.003,12.890177000,1023.000,1872.648351000,3037.000
825.000,8.755174000,.002,12.890177000,941.000,1787.647351000,2957.000
805.000,8.755174000,.003,12.890177000,944.000,1770.648351000,2939.000
830.000,8.755174000,.002,12.890177000,1007.000,1858.647351000,3005.000
857.000,8.755174000,.004,12.890177000,970.000,1848.649351000,3000.000
824.000,8.755174000,.002,12.890177000,945.000,1790.647351000,2961.000
811.000,8.755174000,.003,12.890177000,996.000,1828.648351000,3004.000
835.000,8.755174000,.003,12.890177000,944.000,1800.648351000,2981.000
819.000,8.755174000,.003,12.890177000,969.000,1809.648351000,2955.000
859.000,8.755174000,.002,12.890177000,996.000,1876.647351000,3042.000
821.000,8.755174000,.003,12.890177000,992.000,1834.648351000,2991.000
815.000,8.755174000,.003,12.890177000,1074.000,1910.648351000,3068.000
824.000,8.755174000,.003,12.890177000,929.000,1774.648351000,2938.000
