GazeboRead,NS3Link1,ReadFile,NS3Link2,GazeboPublish,SumLatency,StepRuntime
800.000,8.755174000,.003,12.890177000,1029.000,1850.648351000,3003.000
836.000,8.755174000,.004,12.890177000,928.000,1785.649351000,2942.000
838.000,8.755174000,.003,12.890177000,1049.000,1908.648351000,3058.000
845.000,8.755174000,.002,12.890177000,954.000,1820.647351000,2995.000
816.000,8.755174000,.003,12.890177000,1001.000,1838.648351000,3002.000
814.000,8.755174000,.003,12.890177000,1018.000,1853.648351000,3006.000
813.000,8.755174000,.002,12.890177000,1005.000,1839.647351000,2996.000
812.000,8.755174000,.003,12.890177000,988.000,1821.648351000,2966.000
839.000,8.755174000,.003,12.890177000,958.000,1818.648351000,2984.000
825.000,8.755174000,.002,12.890177000,991.000,1837.647351000,2991.000
805.000,8.755174000,.003,12.890177000,967.000,1793.648351000,2956.000
799.000,8.755174000,.003,12.890177000,933.000,1753.648351000,2950.000
823.000,8.755174000,.003,12.890177000,990.000,1834.648351000,2992.000
810.000,8.755174000,.003,12.890177000,945.000,1776.648351000,2930.000
840.000,8.755174000,.002,12.890177000,1012.000,1873.647351000,3027.000
819.000,8.755174000,.002,12.890177000,1015.000,1855.647351000,2995.000
811.000,8.755174000,.002,12.890177000,977.000,1809.647351000,3009.000
823.000,8.755174000,.002,12.890177000,941.000,1785.647351000,2938.000
809.000,8.755174000,.003,12.890177000,957.000,1787.648351000,2953.000
812.000,8.755174000,.002,12.890177000,986.000,1819.647351000,2973.000
833.000,8.755174000,.003,12.890177000,2.000,856.648351000,2004.000
834.000,8.755174000,.003,12.890177000,945.000,1800.648351000,2976.000
823.000,8.755174000,.003,12.890177000,959.000,1803.648351000,2948.000
817.000,8.755174000,.009,12.890177000,982.000,1820.654351000,3005.000
819.000,8.755174000,.003,12.890177000,1009.000,1849.648351000,2998.000
843.000,8.755174000,.003,12.890177000,981.000,1845.648351000,3039.000
817.000,8.755174000,.004,12.890177000,977.000,1815.649351000,2959.000
830.000,8.755174000,.002,12.890177000,935.000,1786.647351000,2949.000
818.000,8.755174000,.003,12.890177000,985.000,1824.648351000,3001.000
822.000,8.755174000,.004,12.890177000,1023.000,1866.649351000,3057.000
812.000,8.755174000,.003,12.890177000,949.000,1782.648351000,2953.000
814.000,8.755174000,.002,12.890177000,999.000,1834.647351000,2997.000
826.000,8.755174000,.003,12.890177000,1015.000,1862.648351000,3009.000
800.000,8.755174000,.003,12.890177000,1014.000,1835.648351000,2992.000
828.000,8.755174000,.003,12.890177000,1001.000,1850.648351000,3014.000
820.000,8.755174000,.003,12.890177000,963.000,1804.648351000,2984.000
825.000,8.755174000,.002,12.890177000,993.000,1839.647351000,2991.000
816.000,8.755174000,.003,12.890177000,996.000,1833.648351000,3000.000
826.000,8.755174000,.003,12.890177000,1040.000,1887.648351000,3060.000
819.000,8.755174000,.003,12.890177000,1009.000,1849.648351000,3003.000
801.000,8.755174000,.005,12.890177000,1024.000,1846.650351000,3038.000
830.000,8.755174000,.004,12.890177000,948.000,1799.649351000,2962.000
833.000,8.755174000,.002,12.890177000,1006.000,1860.647351000,3004.000
822.000,8.755174000,.002,12.890177000,960.000,1803.647351000,2959.000
808.000,8.755174000,.003,12.890177000,946.000,1775.648351000,2937.000
805.000,8.755174000,.003,12.890177000,971.000,1797.648351000,2961.000
818.000,8.755174000,.003,12.890177000,1011.000,1850.648351000,3004.000
828.000,8.755174000,.003,12.890177000,954.000,1803.648351000,2973.000
801.000,8.755174000,.004,12.890177000,947.000,1769.649351000,2927.000
821.000,8.755174000,.002,12.890177000,1038.000,1880.647351000,3033.000
825.000,8.755174000,.003,12.890177000,944.000,1790.648351000,2959.000
805.000,8.755174000,.003,12.890177000,989.000,1815.648351000,2989.000
816.000,8.755174000,.003,12.890177000,991.000,1828.648351000,2994.000
853.000,8.755174000,.003,12.890177000,994.000,1868.648351000,3026.000
827.000,8.755174000,.003,12.890177000,1002.000,1850.648351000,2998.000
824.000,8.755174000,.003,12.890177000,1009.000,1854.648351000,3036.000
850.000,8.755174000,.003,12.890177000,952.000,1823.648351000,2956.000
827.000,8.755174000,.003,12.890177000,1060.000,1908.648351000,3049.000
828.000,8.755174000,.003,12.890177000,934.000,1783.648351000,2946.000
808.000,8.755174000,.003,12.890177000,939.000,1768.648351000,2909.000
828.000,8.755174000,.003,12.890177000,1002.000,1851.648351000,3017.000
826.000,8.755174000,.003,12.890177000,955.000,1802.648351000,2984.000
826.000,8.755174000,.003,12.890177000,986.000,1833.648351000,2988.000
808.000,8.755174000,.003,12.890177000,996.000,1825.648351000,2993.000
830.000,8.755174000,.003,12.890177000,1000.000,1851.648351000,3018.000
818.000,8.755174000,.002,12.890177000,1.000,840.647351000,1999.000
826.000,8.755174000,.003,12.890177000,968.000,1815.648351000,2953.000
822.000,8.755174000,.003,12.890177000,937.000,1780.648351000,2959.000
820.000,8.755174000,.003,12.890177000,1037.000,1878.648351000,3037.000
811.000,8.755174000,.003,12.890177000,967.000,1799.648351000,2945.000
841.000,8.755174000,.003,12.890177000,1024.000,1886.648351000,3052.000
818.000,8.755174000,.003,12.890177000,1010.000,1849.648351000,3000.000
831.000,8.755174000,.003,12.890177000,937.000,1789.648351000,2944.000
839.000,8.755174000,.002,12.890177000,1020.000,1880.647351000,3053.000
811.000,8.755174000,.003,12.890177000,956.000,1788.648351000,2961.000
826.000,8.755174000,.003,12.890177000,944.000,1791.648351000,2976.000
817.000,8.755174000,.003,12.890177000,950.000,1788.648351000,2924.000
812.000,8.755174000,.003,12.890177000,1.000,834.648351000,2009.000
808.000,8.755174000,.003,12.890177000,980.000,1809.648351000,2959.000
823.000,8.755174000,.001,12.890177000,992.000,1836.646351000,3010.000
832.000,8.755174000,.004,12.890177000,1010.000,1863.649351000,3018.000
817.000,8.755174000,.003,12.890177000,958.000,1796.648351000,2981.000
817.000,8.755174000,.003,12.890177000,952.000,1790.648351000,2945.000
812.000,8.755174000,.003,12.890177000,1020.000,1853.648351000,3011.000
810.000,8.755174000,.003,12.890177000,946.000,1777.648351000,2967.000
814.000,8.755174000,.003,12.890177000,965.000,1800.648351000,2928.000
822.000,8.755174000,.003,12.890177000,935.000,1778.648351000,2951.000
824.000,8.755174000,.003,12.890177000,1001.000,1846.648351000,3015.000
826.000,8.755174000,.002,12.890177000,1015.000,1862.647351000,3036.000
818.000,8.755174000,.002,12.890177000,954.000,1793.647351000,2965.000
821.000,8.755174000,.003,12.890177000,994.000,1836.648351000,2997.000
821.000,8.755174000,.002,12.890177000,1025.000,1867.647351000,3036.000
828.000,8.755174000,.003,12.890177000,856.000,1705.648351000,2858.000
830.000,8.755174000,.003,12.890177000,994.000,1845.648351000,2985.000
823.000,8.755174000,.003,12.890177000,979.000,1823.648351000,3012.000
835.000,8.755174000,.002,12.890177000,983.000,1839.647351000,3000.000
806.000,8.755174000,.003,12.890177000,992.000,1819.648351000,3016.000
826.000,8.755174000,.002,12.890177000,1018.000,1865.647351000,3031.000
812.000,8.755174000,.002,12.890177000,941.000,1774.647351000,2942.000
819.000,8.755174000,.003,12.890177000,966.000,1806.648351000,2960.000
