GazeboRead,NS3Link1,ReadFile,NS3Link2,GazeboPublish,SumLatency,StepRuntime
854.000,8.755174000,.003,12.890177000,978.000,1853.648351000,3000.000
822.000,8.755174000,.002,12.890177000,1005.000,1848.647351000,3042.000
814.000,8.755174000,.003,12.890177000,978.000,1813.648351000,2958.000
814.000,8.755174000,.002,12.890177000,955.000,1790.647351000,2966.000
816.000,8.755174000,.003,12.890177000,993.000,1830.648351000,3000.000
846.000,8.755174000,.003,12.890177000,937.000,1804.648351000,2986.000
815.000,8.755174000,.003,12.890177000,1030.000,1866.648351000,3051.000
823.000,8.755174000,.003,12.890177000,990.000,1834.648351000,3004.000
809.000,8.755174000,.003,12.890177000,956.000,1786.648351000,2967.000
839.000,8.755174000,.002,12.890177000,1.000,861.647351000,2041.000
809.000,8.755174000,.002,12.890177000,941.000,1771.647351000,2932.000
823.000,8.755174000,.003,12.890177000,956.000,1800.648351000,2955.000
847.000,8.755174000,.002,12.890177000,955.000,1823.647351000,2968.000
828.000,8.755174000,.003,12.890177000,1015.000,1864.648351000,3034.000
830.000,8.755174000,.003,12.890177000,946.000,1797.648351000,2937.000
830.000,8.755174000,.002,12.890177000,1003.000,1854.647351000,3009.000
813.000,8.755174000,.003,12.890177000,964.000,1798.648351000,2951.000
818.000,8.755174000,.003,12.890177000,957.000,1796.648351000,2958.000
811.000,8.755174000,.003,12.890177000,957.000,1789.648351000,2943.000
805.000,8.755174000,.003,12.890177000,1024.000,1850.648351000,2997.000
838.000,8.755174000,.003,12.890177000,967.000,1826.648351000,3002.000
824.000,8.755174000,.002,12.890177000,963.000,1808.647351000,2972.000
809.000,8.755174000,.003,12.890177000,980.000,1810.648351000,2970.000
821.000,8.755174000,.002,12.890177000,941.000,1783.647351000,2929.000
814.000,8.755174000,.003,12.890177000,976.000,1811.648351000,2988.000
812.000,8.755174000,.002,12.890177000,986.000,1819.647351000,2989.000
822.000,8.755174000,.003,12.890177000,939.000,1782.648351000,2924.000
812.000,8.755174000,.003,12.890177000,998.000,1831.648351000,3007.000
838.000,8.755174000,.002,12.890177000,956.000,1815.647351000,2987.000
824.000,8.755174000,.003,12.890177000,991.000,1836.648351000,2982.000
816.000,8.755174000,.003,12.890177000,963.000,1800.648351000,2959.000
823.000,8.755174000,.003,12.890177000,937.000,1781.648351000,2944.000
839.000,8.755174000,.003,12.890177000,994.000,1854.648351000,3005.000
826.000,8.755174000,.003,12.890177000,980.000,1827.648351000,2999.000
824.000,8.755174000,.003,12.890177000,1014.000,1859.648351000,3021.000
812.000,8.755174000,.004,12.890177000,1004.000,1837.649351000,2992.000
844.000,8.755174000,.003,12.890177000,1009.000,1874.648351000,3038.000
836.000,8.755174000,.003,12.890177000,1005.000,1862.648351000,3009.000
821.000,8.755174000,.003,12.890177000,946.000,1788.648351000,2964.000
837.000,8.755174000,.003,12.890177000,1006.000,1864.648351000,3002.000
810.000,8.755174000,.003,12.890177000,980.000,1811.648351000,2963.000
849.000,8.755174000,.003,12.890177000,985.000,1855.648351000,3000.000
822.000,8.755174000,.002,12.890177000,1072.000,1915.647351000,3068.000
821.000,8.755174000,.002,12.890177000,1079.000,1921.647351000,3103.000
806.000,8.755174000,.003,12.890177000,1015.000,1842.648351000,2998.000
809.000,8.755174000,.003,12.890177000,948.000,1778.648351000,2946.000
852.000,8.755174000,.002,12.890177000,1018.000,1891.647351000,3057.000
809.000,8.755174000,.003,12.890177000,989.000,1819.648351000,3000.000
821.000,8.755174000,.003,12.890177000,1009.000,1851.648351000,3001.000
814.000,8.755174000,.003,12.890177000,960.000,1795.648351000,2958.000
823.000,8.755174000,.003,12.890177000,994.000,1838.648351000,2994.000
813.000,8.755174000,.003,12.890177000,1016.000,1850.648351000,2990.000
828.000,8.755174000,.002,12.890177000,995.000,1844.647351000,2994.000
817.000,8.755174000,.002,12.890177000,953.000,1791.647351000,2961.000
811.000,8.755174000,.002,12.890177000,1.000,833.647351000,1971.000
820.000,8.755174000,.005,12.890177000,995.000,1836.650351000,3027.000
825.000,8.755174000,.002,12.890177000,1067.000,1913.647351000,3099.000
831.000,8.755174000,.003,12.890177000,940.000,1792.648351000,2966.000
819.000,8.755174000,.002,12.890177000,1005.000,1845.647351000,3005.000
818.000,8.755174000,.002,12.890177000,1003.000,1842.647351000,2987.000
820.000,8.755174000,.003,12.890177000,1049.000,1890.648351000,3050.000
818.000,8.755174000,.003,12.890177000,944.000,1783.648351000,2936.000
819.000,8.755174000,.002,12.890177000,1021.000,1861.647351000,3056.000
827.000,8.755174000,.003,12.890177000,1014.000,1862.648351000,3005.000
811.000,8.755174000,.003,12.890177000,1018.000,1850.648351000,3002.000
823.000,8.755174000,.003,12.890177000,1070.000,1914.648351000,3096.000
811.000,8.755174000,.003,12.890177000,2.000,834.648351000,1986.000
829.000,8.755174000,.003,12.890177000,961.000,1811.648351000,2957.000
818.000,8.755174000,.002,12.890177000,925.000,1764.647351000,2902.000
850.000,8.755174000,.002,12.890177000,999.000,1870.647351000,3019.000
819.000,8.755174000,.003,12.890177000,987.000,1827.648351000,2972.000
806.000,8.755174000,.003,12.890177000,941.000,1768.648351000,2916.000
810.000,8.755174000,.003,12.890177000,1019.000,1850.648351000,3040.000
812.000,8.755174000,.003,12.890177000,1001.000,1834.648351000,3008.000
841.000,8.755174000,.003,12.890177000,1066.000,1928.648351000,3105.000
816.000,8.755174000,.002,12.890177000,986.000,1823.647351000,2961.000
865.000,8.755174000,.002,12.890177000,942.000,1828.647351000,2989.000
829.000,8.755174000,.003,12.890177000,1024.000,1874.648351000,3049.000
807.000,8.755174000,.002,12.890177000,1000.000,1828.647351000,2993.000
838.000,8.755174000,.004,12.890177000,930.000,1789.649351000,2961.000
826.000,8.755174000,.002,12.890177000,989.000,1836.647351000,2986.000
817.000,8.755174000,.002,12.890177000,990.000,1828.647351000,3011.000
823.000,8.755174000,.003,12.890177000,998.000,1842.648351000,3001.000
831.000,8.755174000,.003,12.890177000,1006.000,1858.648351000,3020.000
827.000,8.755174000,.004,12.890177000,997.000,1845.649351000,3002.000
830.000,8.755174000,.002,12.890177000,1025.000,1876.647351000,3030.000
867.000,8.755174000,.003,12.890177000,941.000,1829.648351000,2947.000
826.000,8.755174000,.003,12.890177000,1023.000,1870.648351000,3049.000
828.000,8.755174000,.003,12.890177000,930.000,1779.648351000,2949.000
