GazeboRead,ReadFile,GazeboPublish,SumLatency,StepRuntime
814.000,.003,1.000,815.003,835.000
826.000,.003,1018.000,1844.003,1862.000
822.000,.002,958.000,1780.002,1798.000
808.000,.002,948.000,1756.002,1774.000
849.000,.003,953.000,1802.003,1822.000
823.000,.002,986.000,1809.002,1829.000
829.000,.003,1013.000,1842.003,1865.000
819.000,.002,949.000,1768.002,1787.000
819.000,.002,949.000,1768.002,1785.000
806.000,.002,1029.000,1835.002,1853.000
826.000,.002,999.000,1825.002,1842.000
855.000,.002,954.000,1809.002,1830.000
816.000,.003,950.000,1766.003,1785.000
806.000,.005,1015.000,1821.005,1841.000
827.000,.003,962.000,1789.003,1808.000
816.000,.002,1062.000,1878.002,1896.000
819.000,.004,992.000,1811.004,1831.000
832.000,.002,1012.000,1844.002,1860.000
819.000,.002,1018.000,1837.002,1854.000
814.000,.002,1011.000,1825.002,1846.000
822.000,.002,931.000,1753.002,1772.000
842.000,.002,1066.000,1908.002,1928.000
820.000,.003,957.000,1777.003,1798.000
820.000,.005,989.000,1809.005,1830.000
841.000,.002,1009.000,1850.002,1868.000
824.000,.003,1007.000,1831.003,1850.000
813.000,.002,1018.000,1831.002,1850.000
825.000,.003,1053.000,1878.003,1896.000
819.000,.002,964.000,1783.002,1801.000
825.000,.003,995.000,1820.003,1839.000
814.000,.002,992.000,1806.002,1825.000
825.000,.003,952.000,1777.003,1799.000
837.000,.003,1070.000,1907.003,1930.000
843.000,.003,1004.000,1847.003,1867.000
813.000,.002,966.000,1779.002,1800.000
821.000,.003,944.000,1765.003,1783.000
814.000,.004,1013.000,1827.004,1848.000
816.000,.002,1008.000,1824.002,1843.000
795.000,.002,975.000,1770.002,1788.000
803.000,.004,1000.000,1803.004,1824.000
823.000,.002,945.000,1768.002,1788.000
827.000,.004,937.000,1764.004,1784.000
802.000,.002,982.000,1784.002,1800.000
834.000,.003,1002.000,1836.003,1856.000
827.000,.003,1010.000,1837.003,1855.000
825.000,.002,1.000,826.002,847.000
820.000,.003,952.000,1772.003,1793.000
823.000,.005,990.000,1813.005,1837.000
808.000,.002,1034.000,1842.002,1860.000
824.000,.003,959.000,1783.003,1801.000
827.000,.002,996.000,1823.002,1841.000
814.000,.003,990.000,1804.003,1824.000
825.000,.002,940.000,1765.002,1783.000
808.000,.003,1014.000,1822.003,1842.000
820.000,.002,1517.000,2337.002,2355.000
816.000,.002,1015.000,1831.002,1851.000
821.000,.003,995.000,1816.003,1838.000
829.000,.002,2.000,831.002,849.000
848.000,.003,1001.000,1849.003,1868.000
808.000,.002,955.000,1763.002,1782.000
823.000,.003,947.000,1770.003,1790.000
815.000,.003,989.000,1804.003,1822.000
811.000,.002,951.000,1762.002,1780.000
806.000,.002,986.000,1792.002,1811.000
827.000,.004,958.000,1785.004,1805.000
825.000,.002,986.000,1811.002,1829.000
830.000,.002,991.000,1821.002,1840.000
824.000,.002,946.000,1770.002,1791.000
812.000,.002,1034.000,1846.002,1863.000
841.000,.003,988.000,1829.003,1849.000
821.000,.002,1007.000,1828.002,1849.000
848.000,.002,1028.000,1876.002,1895.000
835.000,.002,942.000,1777.002,1795.000
820.000,.003,960.000,1780.003,1798.000
825.000,.002,968.000,1793.002,1813.000
827.000,.003,992.000,1819.003,1840.000
829.000,.002,973.000,1802.002,1818.000
816.000,.005,953.000,1769.005,1790.000
839.000,.003,970.000,1809.003,1828.000
815.000,.002,1012.000,1827.002,1845.000
