GazeboRead,ReadFile,GazeboPublish,SumLatency,StepRuntime
813.000,.003,1029.000,1842.003,1861.000
821.000,.002,987.000,1808.002,1827.000
823.000,.004,1018.000,1841.004,1862.000
828.000,.002,1005.000,1833.002,1852.000
833.000,.003,950.000,1783.003,1803.000
837.000,.003,944.000,1781.003,1799.000
816.000,.003,1017.000,1833.003,1852.000
825.000,.002,947.000,1772.002,1790.000
727.000,.002,951.000,1678.002,1697.000
827.000,.002,999.000,1826.002,1842.000
809.000,.002,995.000,1804.002,1824.000
813.000,.002,951.000,1764.002,1784.000
826.000,.002,1000.000,1826.002,1846.000
827.000,.001,1059.000,1886.001,1904.000
797.000,.003,951.000,1748.003,1766.000
831.000,.003,1.000,832.003,853.000
817.000,.005,996.000,1813.005,1835.000
809.000,.002,962.000,1771.002,1788.000
828.000,.002,1000.000,1828.002,1847.000
815.000,.004,957.000,1772.004,1791.000
817.000,.003,969.000,1786.003,1804.000
802.000,.002,950.000,1752.002,1770.000
831.000,.003,979.000,1810.003,1828.000
848.000,.001,1006.000,1854.001,1870.000
813.000,.002,942.000,1755.002,1777.000
808.000,.003,997.000,1805.003,1824.000
816.000,.002,940.000,1756.002,1773.000
820.000,.004,1011.000,1831.004,1851.000
811.000,.002,970.000,1781.002,1798.000
819.000,.002,1000.000,1819.002,1839.000
823.000,.004,1009.000,1832.004,1852.000
808.000,.005,939.000,1747.005,1768.000
826.000,.002,939.000,1765.002,1783.000
815.000,.002,1022.000,1837.002,1854.000
803.000,.003,927.000,1730.003,1749.000
826.000,.002,1000.000,1826.002,1843.000
806.000,.002,978.000,1784.002,1803.000
807.000,.002,937.000,1744.002,1761.000
802.000,.002,1012.000,1814.002,1830.000
812.000,.002,968.000,1780.002,1800.000
789.000,.002,947.000,1736.002,1754.000
806.000,.003,1018.000,1824.003,1843.000
814.000,.004,937.000,1751.004,1771.000
811.000,.003,947.000,1758.003,1777.000
820.000,.002,954.000,1774.002,1791.000
820.000,.003,1011.000,1831.003,1850.000
818.000,.002,942.000,1760.002,1777.000
812.000,.002,939.000,1751.002,1770.000
822.000,.004,955.000,1777.004,1795.000
825.000,.005,1010.000,1835.005,1857.000
816.000,.002,965.000,1781.002,1798.000
805.000,.003,936.000,1741.003,1762.000
801.000,.002,983.000,1784.002,1804.000
818.000,.002,988.000,1806.002,1824.000
826.000,.002,956.000,1782.002,1799.000
816.000,.002,961.000,1777.002,1794.000
819.000,.002,937.000,1756.002,1776.000
805.000,.002,1000.000,1805.002,1824.000
821.000,.003,1061.000,1882.003,1909.000
818.000,.004,999.000,1817.004,1842.000
824.000,.002,1.000,825.002,848.000
835.000,.005,1001.000,1836.005,1857.000
818.000,.002,988.000,1806.002,1825.000
808.000,.002,1024.000,1832.002,1854.000
818.000,.004,1006.000,1824.004,1847.000
828.000,.002,990.000,1818.002,1836.000
719.000,.002,989.000,1708.002,1726.000
820.000,.002,943.000,1763.002,1782.000
835.000,.003,995.000,1830.003,1851.000
817.000,.003,1062.000,1879.003,1897.000
828.000,.002,1050.000,1878.002,1897.000
815.000,.002,964.000,1779.002,1797.000
791.000,.002,1.000,792.002,812.000
807.000,.003,963.000,1770.003,1788.000
811.000,.002,958.000,1769.002,1788.000
824.000,.003,1060.000,1884.003,1907.000
832.000,.003,990.000,1822.003,1842.000
818.000,.003,1019.000,1837.003,1856.000
805.000,.002,967.000,1772.002,1789.000
823.000,.002,956.000,1779.002,1798.000
810.000,.003,965.000,1775.003,1796.000
814.000,.003,965.000,1779.003,1799.000
814.000,.003,967.000,1781.003,1802.000
828.000,.003,984.000,1812.003,1832.000
823.000,.002,1020.000,1843.002,1862.000
848.000,.003,997.000,1845.003,1863.000
809.000,.002,945.000,1754.002,1773.000
808.000,.003,976.000,1784.003,1803.000
830.000,.002,1008.000,1838.002,1856.000
810.000,.003,1069.000,1879.003,1899.000
842.000,.003,1036.000,1878.003,1897.000
823.000,.002,955.000,1778.002,1796.000
822.000,.002,954.000,1776.002,1795.000
816.000,.002,932.000,1748.002,1766.000
801.000,.003,1009.000,1810.003,1828.000
