GazeboRead,ReadFile,GazeboPublish,SumLatency,StepRuntime
822.000,.004,947.000,1769.004,1789.000
802.000,.002,1020.000,1822.002,1841.000
815.000,.002,938.000,1753.002,1770.000
812.000,.002,949.000,1761.002,1777.000
823.000,.003,949.000,1772.003,1790.000
833.000,.002,982.000,1815.002,1834.000
814.000,.003,993.000,1807.003,1825.000
799.000,.002,988.000,1787.002,1804.000
824.000,.002,988.000,1812.002,1830.000
819.000,.002,1031.000,1850.002,1868.000
811.000,.002,968.000,1779.002,1796.000
831.000,.002,985.000,1816.002,1835.000
811.000,.003,1023.000,1834.003,1853.000
817.000,.001,972.000,1789.001,1807.000
822.000,.003,952.000,1774.003,1794.000
860.000,.005,1017.000,1877.005,1898.000
814.000,.002,968.000,1782.002,1800.000
824.000,.002,1006.000,1830.002,1848.000
830.000,.002,1000.000,1830.002,1850.000
823.000,.003,1057.000,1880.003,1899.000
816.000,.003,1004.000,1820.003,1839.000
813.000,.002,989.000,1802.002,1819.000
837.000,.002,937.000,1774.002,1792.000
821.000,.003,1004.000,1825.003,1842.000
822.000,.003,926.000,1748.003,1766.000
803.000,.002,1014.000,1817.002,1835.000
835.000,.003,985.000,1820.003,1839.000
810.000,.003,1029.000,1839.003,1860.000
820.000,.003,950.000,1770.003,1794.000
822.000,.002,1002.000,1824.002,1840.000
812.000,.002,986.000,1798.002,1816.000
808.000,.002,1018.000,1826.002,1845.000
807.000,.003,973.000,1780.003,1797.000
813.000,.002,1071.000,1884.002,1902.000
811.000,.002,941.000,1752.002,1768.000
819.000,.003,936.000,1755.003,1772.000
812.000,.003,1.000,813.003,834.000
815.000,.002,959.000,1774.002,1793.000
823.000,.005,925.000,1748.005,1768.000
821.000,.003,991.000,1812.003,1831.000
842.000,.003,935.000,1777.003,1796.000
827.000,.002,930.000,1757.002,1778.000
830.000,.002,1004.000,1834.002,1853.000
820.000,.002,1024.000,1844.002,1862.000
810.000,.003,951.000,1761.003,1779.000
806.000,.001,976.000,1782.001,1800.000
817.000,.003,966.000,1783.003,1801.000
810.000,.003,990.000,1800.003,1817.000
827.000,.002,954.000,1781.002,1799.000
833.000,.002,946.000,1779.002,1800.000
835.000,.002,921.000,1756.002,1774.000
823.000,.002,1019.000,1842.002,1858.000
834.000,.002,992.000,1826.002,1843.000
829.000,.002,998.000,1827.002,1848.000
818.000,.003,967.000,1785.003,1803.000
815.000,.005,935.000,1750.005,1773.000
827.000,.003,941.000,1768.003,1790.000
820.000,.003,950.000,1770.003,1790.000
820.000,.003,1002.000,1822.003,1843.000
816.000,.002,936.000,1752.002,1770.000
820.000,.002,938.000,1758.002,1775.000
811.000,.002,1028.000,1839.002,1857.000
