GazeboRead,NS3Link1,ReadFile,NS3Link2,GazeboPublish,SumLatency,StepRuntime
826.000,8.755174000,.004,12.890177000,990.000,1837.649351000,2997.000
807.000,8.755174000,.003,12.890177000,1022.000,1850.648351000,2999.000
820.000,8.755174000,.003,12.890177000,1009.000,1850.648351000,3006.000
803.000,8.755174000,.003,12.890177000,1008.000,1832.648351000,2997.000
816.000,8.755174000,.003,12.890177000,1017.000,1854.648351000,3001.000
820.000,8.755174000,.002,12.890177000,955.000,1796.647351000,2969.000
817.000,8.755174000,.003,12.890177000,997.000,1835.648351000,2984.000
817.000,8.755174000,.002,12.890177000,1065.000,1903.647351000,3050.000
815.000,8.755174000,.002,12.890177000,1008.000,1844.647351000,2999.000
828.000,8.755174000,.003,12.890177000,962.000,1811.648351000,2964.000
818.000,8.755174000,.003,12.890177000,951.000,1790.648351000,2978.000
818.000,8.755174000,.003,12.890177000,1530.000,2369.648351000,3512.000
865.000,8.755174000,.003,12.890177000,961.000,1847.648351000,2999.000
821.000,8.755174000,.002,12.890177000,1032.000,1874.647351000,3022.000
827.000,8.755174000,.003,12.890177000,977.000,1825.648351000,2973.000
823.000,8.755174000,.003,12.890177000,990.000,1834.648351000,2992.000
813.000,8.755174000,.004,12.890177000,973.000,1807.649351000,2963.000
815.000,8.755174000,.003,12.890177000,1019.000,1855.648351000,2999.000
827.000,8.755174000,.003,12.890177000,1.000,849.648351000,2017.000
828.000,8.755174000,.003,12.890177000,934.000,1783.648351000,2925.000
829.000,8.755174000,.003,12.890177000,1036.000,1886.648351000,3056.000
835.000,8.755174000,.002,12.890177000,1008.000,1864.647351000,3003.000
827.000,8.755174000,.004,12.890177000,964.000,1812.649351000,2990.000
814.000,8.755174000,.002,12.890177000,970.000,1805.647351000,2968.000
811.000,8.755174000,.003,12.890177000,1014.000,1846.648351000,3007.000
837.000,8.755174000,.003,12.890177000,1025.000,1883.648351000,3025.000
828.000,8.755174000,.003,12.890177000,940.000,1789.648351000,2943.000
828.000,8.755174000,.003,12.890177000,1025.000,1874.648351000,3063.000
827.000,8.755174000,.003,12.890177000,938.000,1786.648351000,2942.000
825.000,8.755174000,.002,12.890177000,994.000,1840.647351000,3008.000
848.000,8.755174000,.002,12.890177000,1012.000,1881.647351000,3020.000
818.000,8.755174000,.003,12.890177000,1048.000,1887.648351000,3033.000
839.000,8.755174000,.003,12.890177000,1008.000,1868.648351000,3040.000
827.000,8.755174000,.002,12.890177000,941.000,1789.647351000,2926.000
822.000,8.755174000,.003,12.890177000,996.000,1839.648351000,2998.000
830.000,8.755174000,.002,12.890177000,1017.000,1868.647351000,3033.000
816.000,8.755174000,.003,12.890177000,957.000,1794.648351000,2970.000
824.000,8.755174000,.003,12.890177000,991.000,1836.648351000,2986.000
815.000,8.755174000,.003,12.890177000,1509.000,2345.648351000,3501.000
814.000,8.755174000,.003,12.890177000,999.000,1834.648351000,2996.000
805.000,8.755174000,.002,12.890177000,1012.000,1838.647351000,2998.000
826.000,8.755174000,.003,12.890177000,1050.000,1897.648351000,3051.000
819.000,8.755174000,.003,12.890177000,939.000,1779.648351000,2955.000
815.000,8.755174000,.003,12.890177000,1001.000,1837.648351000,3013.000
839.000,8.755174000,.003,12.890177000,950.000,1810.648351000,2978.000
805.000,8.755174000,.002,12.890177000,958.000,1784.647351000,2950.000
828.000,8.755174000,.004,12.890177000,943.000,1792.649351000,2947.000
822.000,8.755174000,.002,12.890177000,1065.000,1908.647351000,3058.000
816.000,8.755174000,.003,12.890177000,949.000,1786.648351000,2948.000
833.000,8.755174000,.003,12.890177000,986.000,1840.648351000,3006.000
809.000,8.755174000,.002,12.890177000,1065.000,1895.647351000,3052.000
810.000,8.755174000,.003,12.890177000,1002.000,1833.648351000,2997.000
819.000,8.755174000,.002,12.890177000,934.000,1774.647351000,2946.000
822.000,8.755174000,.003,12.890177000,1005.000,1848.648351000,3026.000
834.000,8.755174000,.005,12.890177000,955.000,1810.650351000,2970.000
811.000,8.755174000,.004,12.890177000,926.000,1758.649351000,2915.000
824.000,8.755174000,.003,12.890177000,986.000,1831.648351000,2982.000
824.000,8.755174000,.002,12.890177000,977.000,1822.647351000,2967.000
821.000,8.755174000,.003,12.890177000,964.000,1806.648351000,2995.000
834.000,8.755174000,.004,12.890177000,952.000,1807.649351000,2958.000
838.000,8.755174000,.003,12.890177000,1004.000,1863.648351000,3014.000
811.000,8.755174000,.003,12.890177000,1020.000,1852.648351000,3002.000
824.000,8.755174000,.003,12.890177000,1024.000,1869.648351000,3033.000
819.000,8.755174000,.002,12.890177000,2.000,842.647351000,1986.000
821.000,8.755174000,.003,12.890177000,1010.000,1852.648351000,3008.000
817.000,8.755174000,.003,12.890177000,939.000,1777.648351000,2945.000
845.000,8.755174000,.003,12.890177000,1006.000,1872.648351000,3049.000
831.000,8.755174000,.003,12.890177000,926.000,1778.648351000,2952.000
831.000,8.755174000,.003,12.890177000,1038.000,1890.648351000,3047.000
828.000,8.755174000,.003,12.890177000,953.000,1802.648351000,2970.000
832.000,8.755174000,.003,12.890177000,1009.000,1862.648351000,3039.000
819.000,8.755174000,.003,12.890177000,936.000,1776.648351000,2937.000
809.000,8.755174000,.003,12.890177000,963.000,1793.648351000,2959.000
817.000,8.755174000,.002,12.890177000,972.000,1810.647351000,2965.000
815.000,8.755174000,.002,12.890177000,1020.000,1856.647351000,3029.000
828.000,8.755174000,.003,12.890177000,1.000,850.648351000,2026.000
822.000,8.755174000,.003,12.890177000,980.000,1823.648351000,2979.000
811.000,8.755174000,.003,12.890177000,1000.000,1832.648351000,2995.000
821.000,8.755174000,.003,12.890177000,964.000,1806.648351000,2970.000
823.000,8.755174000,.003,12.890177000,955.000,1799.648351000,2980.000
826.000,8.755174000,.002,12.890177000,1054.000,1901.647351000,3056.000
822.000,8.755174000,.003,12.890177000,1008.000,1851.648351000,2996.000
827.000,8.755174000,.003,12.890177000,949.000,1797.648351000,2971.000
822.000,8.755174000,.003,12.890177000,1001.000,1844.648351000,2998.000
829.000,8.755174000,.003,12.890177000,977.000,1827.648351000,2988.000
817.000,8.755174000,.003,12.890177000,994.000,1832.648351000,2994.000
807.000,8.755174000,.003,12.890177000,970.000,1798.648351000,2950.000
820.000,8.755174000,.003,12.890177000,943.000,1784.648351000,2971.000
819.000,8.755174000,.002,12.890177000,988.000,1828.647351000,2972.000
817.000,8.755174000,.002,12.890177000,953.000,1791.647351000,2956.000
836.000,8.755174000,.002,12.890177000,996.000,1853.647351000,2994.000
821.000,8.755174000,.002,12.890177000,962.000,1804.647351000,2948.000
833.000,8.755174000,.003,12.890177000,957.000,1811.648351000,2956.000
828.000,8.755174000,.003,12.890177000,952.000,1801.648351000,2967.000
830.000,8.755174000,.002,12.890177000,992.000,1843.647351000,2977.000
818.000,8.755174000,.003,12.890177000,989.000,1828.648351000,2995.000
813.000,8.755174000,.003,12.890177000,992.000,1826.648351000,2998.000
817.000,8.755174000,.003,12.890177000,996.000,1834.648351000,3008.000
