GazeboRead,ReadFile,GazeboPublish,SumLatency,StepRuntime
823.000,.003,956.000,1779.003,1798.000
820.000,.005,956.000,1776.005,1798.000
823.000,.002,958.000,1781.002,1799.000
827.000,.003,999.000,1826.003,1845.000
795.000,.002,925.000,1720.002,1738.000
810.000,.002,976.000,1786.002,1805.000
833.000,.003,940.000,1773.003,1794.000
814.000,.001,987.000,1801.001,1818.000
818.000,.002,934.000,1752.002,1772.000
820.000,.003,1025.000,1845.003,1865.000
817.000,.003,996.000,1813.003,1833.000
836.000,.002,941.000,1777.002,1794.000
817.000,.002,1029.000,1846.002,1865.000
833.000,.005,990.000,1823.005,1844.000
809.000,.003,1019.000,1828.003,1847.000
831.000,.002,952.000,1783.002,1800.000
813.000,.003,1007.000,1820.003,1839.000
836.000,.002,942.000,1778.002,1798.000
834.000,.003,949.000,1783.003,1801.000
830.000,.003,1013.000,1843.003,1863.000
837.000,.003,1003.000,1840.003,1858.000
829.000,.003,948.000,1777.003,1795.000
819.000,.002,950.000,1769.002,1784.000
836.000,.002,1006.000,1842.002,1859.000
837.000,.002,994.000,1831.002,1852.000
837.000,.003,989.000,1826.003,1843.000
808.000,.003,968.000,1776.003,1797.000
811.000,.004,1009.000,1820.004,1841.000
808.000,.004,997.000,1805.004,1826.000
824.000,.002,951.000,1775.002,1792.000
811.000,.002,951.000,1762.002,1780.000
817.000,.002,1021.000,1838.002,1856.000
818.000,.001,967.000,1785.001,1802.000
823.000,.002,993.000,1816.002,1835.000
841.000,.002,967.000,1808.002,1830.000
828.000,.002,951.000,1779.002,1796.000
833.000,.002,1.000,834.002,853.000
836.000,.003,968.000,1804.003,1822.000
827.000,.002,1007.000,1834.002,1851.000
838.000,.003,1046.000,1884.003,1900.000
809.000,.002,1068.000,1877.002,1898.000
811.000,.003,971.000,1782.003,1801.000
839.000,.002,985.000,1824.002,1842.000
827.000,.003,979.000,1806.003,1824.000
841.000,.002,962.000,1803.002,1819.000
816.000,.002,975.000,1791.002,1808.000
839.000,.003,989.000,1828.003,1851.000
812.000,.002,1015.000,1827.002,1845.000
808.000,.001,966.000,1774.001,1793.000
826.000,.002,1027.000,1853.002,1872.000
813.000,.003,993.000,1806.003,1826.000
833.000,.002,1009.000,1842.002,1861.000
814.000,.003,1014.000,1828.003,1848.000
820.000,.004,993.000,1813.004,1833.000
816.000,.002,1026.000,1842.002,1860.000
815.000,.002,961.000,1776.002,1794.000
816.000,.002,964.000,1780.002,1799.000
835.000,.002,1054.000,1889.002,1907.000
837.000,.002,1004.000,1841.002,1859.000
805.000,.002,1013.000,1818.002,1840.000
816.000,.002,965.000,1781.002,1798.000
817.000,.002,959.000,1776.002,1794.000
816.000,.002,1008.000,1824.002,1843.000
839.000,.002,945.000,1784.002,1802.000
819.000,.002,1.000,820.002,839.000
812.000,.004,1028.000,1840.004,1860.000
816.000,.003,1014.000,1830.003,1849.000
804.000,.003,973.000,1777.003,1796.000
830.000,.002,997.000,1827.002,1843.000
808.000,.002,1032.000,1840.002,1858.000
821.000,.004,1004.000,1825.004,1844.000
841.000,.004,951.000,1792.004,1811.000
814.000,.003,951.000,1765.003,1784.000
819.000,.005,952.000,1771.005,1795.000
822.000,.003,1015.000,1837.003,1857.000
810.000,.002,1069.000,1879.002,1898.000
811.000,.003,968.000,1779.003,1798.000
816.000,.002,967.000,1783.002,1801.000
833.000,.003,987.000,1820.003,1841.000
819.000,.002,963.000,1782.002,1799.000
826.000,.002,1013.000,1839.002,1856.000
825.000,.003,1060.000,1885.003,1904.000
834.000,.002,990.000,1824.002,1843.000
824.000,.003,945.000,1769.003,1787.000
823.000,.005,962.000,1785.005,1805.000
813.000,.002,987.000,1800.002,1818.000
793.000,.004,1016.000,1809.004,1830.000
814.000,.002,967.000,1781.002,1798.000
822.000,.003,1003.000,1825.003,1847.000
808.000,.003,993.000,1801.003,1821.000
813.000,.005,940.000,1753.005,1772.000
821.000,.003,1019.000,1840.003,1860.000
825.000,.003,1012.000,1837.003,1856.000
822.000,.002,938.000,1760.002,1778.000
808.000,.002,982.000,1790.002,1808.000
811.000,.004,987.000,1798.004,1820.000
821.000,.003,934.000,1755.003,1776.000
828.000,.003,1005.000,1833.003,1852.000
819.000,.002,1000.000,1819.002,1837.000
839.000,.002,950.000,1789.002,1806.000
824.000,.003,961.000,1785.003,1804.000
812.000,.003,987.000,1799.003,1819.000
826.000,.002,944.000,1770.002,1788.000
825.000,.004,967.000,1792.004,1810.000
822.000,.002,940.000,1762.002,1781.000
820.000,.003,1009.000,1829.003,1848.000
809.000,.003,973.000,1782.003,1801.000
814.000,.003,958.000,1772.003,1790.000
805.000,.002,973.000,1778.002,1799.000
823.000,.002,1.000,824.002,841.000
808.000,.002,971.000,1779.002,1796.000
823.000,.003,986.000,1809.003,1831.000
820.000,.002,953.000,1773.002,1792.000
823.000,.002,932.000,1755.002,1771.000
802.000,.003,992.000,1794.003,1814.000
824.000,.003,948.000,1772.003,1790.000
807.000,.002,995.000,1802.002,1821.000
821.000,.002,950.000,1771.002,1790.000
818.000,.002,957.000,1775.002,1793.000
828.000,.003,1006.000,1834.003,1853.000
822.000,.002,990.000,1812.002,1831.000
835.000,.002,1.000,836.002,853.000
814.000,.002,971.000,1785.002,1804.000
811.000,.002,974.000,1785.002,1803.000
810.000,.002,966.000,1776.002,1793.000
843.000,.003,1002.000,1845.003,1865.000
823.000,.002,946.000,1769.002,1788.000
825.000,.003,1005.000,1830.003,1851.000
807.000,.002,961.000,1768.002,1787.000
821.000,.003,1033.000,1854.003,1874.000
821.000,.002,944.000,1765.002,1781.000
839.000,.003,942.000,1781.003,1800.000
821.000,.002,1007.000,1828.002,1846.000
813.000,.002,966.000,1779.002,1797.000
818.000,.003,961.000,1779.003,1799.000
829.000,.002,997.000,1826.002,1845.000
822.000,.002,1008.000,1830.002,1849.000
818.000,.002,1067.000,1885.002,1902.000
819.000,.002,932.000,1751.002,1770.000
808.000,.003,963.000,1771.003,1790.000
828.000,.003,992.000,1820.003,1839.000
834.000,.002,988.000,1822.002,1840.000
825.000,.002,975.000,1800.002,1818.000
825.000,.002,949.000,1774.002,1793.000
