GazeboRead,ReadFile,GazeboPublish,SumLatency,StepRuntime
834.000,.003,995.000,1829.003,1850.000
832.000,.003,961.000,1793.003,1811.000
810.000,.002,942.000,1752.002,1770.000
829.000,.003,944.000,1773.003,1794.000
836.000,.002,948.000,1784.002,1801.000
811.000,.003,994.000,1805.003,1825.000
820.000,.003,947.000,1767.003,1785.000
844.000,.003,953.000,1797.003,1814.000
822.000,.003,953.000,1775.003,1798.000
815.000,.003,1.000,816.003,837.000
828.000,.002,1000.000,1828.002,1843.000
821.000,.003,1007.000,1828.003,1844.000
818.000,.003,960.000,1778.003,1797.000
822.000,.003,1003.000,1825.003,1843.000
821.000,.003,1025.000,1846.003,1865.000
832.000,.003,1009.000,1841.003,1861.000
826.000,.003,954.000,1780.003,1798.000
842.000,.003,1012.000,1854.003,1874.000
825.000,.002,1019.000,1844.002,1862.000
834.000,.003,992.000,1826.003,1844.000
819.000,.002,1003.000,1822.002,1843.000
813.000,.002,944.000,1757.002,1774.000
841.000,.002,966.000,1807.002,1824.000
824.000,.004,1007.000,1831.004,1853.000
813.000,.005,1013.000,1826.005,1851.000
808.000,.005,966.000,1774.005,1796.000
816.000,.003,971.000,1787.003,1805.000
810.000,.002,958.000,1768.002,1788.000
817.000,.002,963.000,1780.002,1798.000
809.000,.003,935.000,1744.003,1763.000
837.000,.002,983.000,1820.002,1838.000
813.000,.002,1015.000,1828.002,1847.000
812.000,.002,1017.000,1829.002,1847.000
825.000,.002,961.000,1786.002,1802.000
834.000,.002,986.000,1820.002,1837.000
829.000,.003,1015.000,1844.003,1865.000
830.000,.002,989.000,1819.002,1838.000
808.000,.002,1000.000,1808.002,1827.000
841.000,.002,1070.000,1911.002,1931.000
806.000,.003,935.000,1741.003,1763.000
828.000,.003,935.000,1763.003,1783.000
805.000,.002,1022.000,1827.002,1844.000
841.000,.003,1006.000,1847.003,1865.000
820.000,.003,945.000,1765.003,1784.000
809.000,.004,1467.000,2276.004,2298.000
824.000,.004,948.000,1772.004,1793.000
808.000,.002,1023.000,1831.002,1855.000
833.000,.002,1007.000,1840.002,1860.000
827.000,.004,951.000,1778.004,1800.000
830.000,.003,950.000,1780.003,1799.000
815.000,.002,954.000,1769.002,1788.000
850.000,.003,946.000,1796.003,1816.000
830.000,.004,977.000,1807.004,1827.000
827.000,.002,1053.000,1880.002,1898.000
806.000,.002,1.000,807.002,827.000
847.000,.003,1004.000,1851.003,1869.000
831.000,.004,979.000,1810.004,1830.000
836.000,.003,954.000,1790.003,1807.000
831.000,.002,960.000,1791.002,1811.000
822.000,.003,954.000,1776.003,1794.000
820.000,.003,954.000,1774.003,1794.000
818.000,.002,1015.000,1833.002,1852.000
817.000,.002,970.000,1787.002,1804.000
853.000,.002,1019.000,1872.002,1892.000
822.000,.002,958.000,1780.002,1799.000
835.000,.003,1011.000,1846.003,1865.000
814.000,.003,1.000,815.003,840.000
819.000,.002,994.000,1813.002,1832.000
817.000,.003,1018.000,1835.003,1854.000
839.000,.002,1009.000,1848.002,1867.000
816.000,.002,944.000,1760.002,1779.000
817.000,.003,1015.000,1832.003,1853.000
816.000,.003,956.000,1772.003,1792.000
826.000,.003,955.000,1781.003,1801.000
832.000,.002,990.000,1822.002,1844.000
828.000,.003,1005.000,1833.003,1853.000
829.000,.002,1009.000,1838.002,1857.000
804.000,.002,1024.000,1828.002,1847.000
830.000,.002,1000.000,1830.002,1847.000
827.000,.002,946.000,1773.002,1790.000
804.000,.005,1000.000,1804.005,1825.000
815.000,.002,950.000,1765.002,1785.000
818.000,.002,948.000,1766.002,1783.000
812.000,.004,994.000,1806.004,1826.000
825.000,.005,936.000,1761.005,1781.000
821.000,.003,1014.000,1835.003,1854.000
845.000,.003,966.000,1811.003,1833.000
821.000,.003,1021.000,1842.003,1863.000
812.000,.002,928.000,1740.002,1757.000
