GazeboRead,ReadFile,GazeboPublish,SumLatency,StepRuntime
811.000,.004,945.000,1756.004,1777.000
816.000,.002,1018.000,1834.002,1852.000
824.000,.002,996.000,1820.002,1839.000
826.000,.004,947.000,1773.004,1794.000
826.000,.004,1.000,827.004,846.000
827.000,.004,1059.000,1886.004,1907.000
815.000,.002,964.000,1779.002,1796.000
819.000,.002,962.000,1781.002,1799.000
820.000,.003,964.000,1784.003,1802.000
843.000,.003,991.000,1834.003,1852.000
816.000,.003,1007.000,1823.003,1842.000
828.000,.002,1066.000,1894.002,1912.000
832.000,.002,990.000,1822.002,1840.000
844.000,.003,978.000,1822.003,1848.000
823.000,.002,1063.000,1886.002,1904.000
823.000,.003,1052.000,1875.003,1894.000
824.000,.003,953.000,1777.003,1795.000
836.000,.002,991.000,1827.002,1845.000
832.000,.002,979.000,1811.002,1831.000
816.000,.002,933.000,1749.002,1769.000
829.000,.003,946.000,1775.003,1793.000
821.000,.003,1016.000,1837.003,1854.000
812.000,.003,967.000,1779.003,1800.000
808.000,.003,973.000,1781.003,1800.000
813.000,.004,968.000,1781.004,1804.000
811.000,.002,967.000,1778.002,1796.000
820.000,.002,961.000,1781.002,1799.000
829.000,.003,1048.000,1877.003,1895.000
820.000,.002,963.000,1783.002,1800.000
827.000,.003,997.000,1824.003,1843.000
812.000,.002,998.000,1810.002,1829.000
810.000,.003,959.000,1769.003,1789.000
806.000,.002,952.000,1758.002,1777.000
832.000,.002,1007.000,1839.002,1856.000
827.000,.002,1051.000,1878.002,1896.000
814.000,.002,1074.000,1888.002,1906.000
812.000,.003,959.000,1771.003,1789.000
824.000,.003,997.000,1821.003,1842.000
833.000,.004,1003.000,1836.004,1857.000
814.000,.003,1017.000,1831.003,1851.000
817.000,.002,1016.000,1833.002,1852.000
810.000,.002,931.000,1741.002,1759.000
818.000,.002,947.000,1765.002,1783.000
805.000,.002,993.000,1798.002,1814.000
820.000,.002,949.000,1769.002,1789.000
825.000,.003,1002.000,1827.003,1846.000
824.000,.003,957.000,1781.003,1799.000
857.000,.002,997.000,1854.002,1873.000
800.000,.002,1011.000,1811.002,1829.000
813.000,.002,1.000,814.002,834.000
816.000,.003,1027.000,1843.003,1862.000
827.000,.003,1018.000,1845.003,1864.000
817.000,.002,960.000,1777.002,1796.000
843.000,.003,966.000,1809.003,1829.000
813.000,.002,966.000,1779.002,1798.000
840.000,.003,1006.000,1846.003,1865.000
832.000,.003,950.000,1782.003,1800.000
810.000,.003,941.000,1751.003,1771.000
794.000,.002,990.000,1784.002,1801.000
827.000,.002,1010.000,1837.002,1857.000
818.000,.003,927.000,1745.003,1763.000
819.000,.002,2.000,821.002,840.000
808.000,.002,996.000,1804.002,1823.000
830.000,.004,960.000,1790.004,1809.000
814.000,.003,980.000,1794.003,1812.000
818.000,.003,951.000,1769.003,1788.000
838.000,.004,940.000,1778.004,1799.000
830.000,.002,1010.000,1840.002,1857.000
806.000,.004,1009.000,1815.004,1836.000
831.000,.002,1010.000,1841.002,1860.000
830.000,.002,997.000,1827.002,1846.000
816.000,.003,1018.000,1834.003,1854.000
818.000,.003,1013.000,1831.003,1855.000
814.000,.002,1004.000,1818.002,1835.000
829.000,.003,1054.000,1883.003,1902.000
819.000,.002,930.000,1749.002,1767.000
853.000,.002,959.000,1812.002,1830.000
810.000,.003,969.000,1779.003,1800.000
824.000,.002,997.000,1821.002,1839.000
812.000,.005,971.000,1783.005,1806.000
814.000,.002,1019.000,1833.002,1851.000
814.000,.003,969.000,1783.003,1801.000
815.000,.002,957.000,1772.002,1789.000
825.000,.002,960.000,1785.002,1803.000
