GazeboRead,NS3Link1,ReadFile,NS3Link2,GazeboPublish,SumLatency,StepRuntime
840.000,8.755174000,.003,12.890177000,1023.000,1884.648351000,3045.000
827.000,8.755174000,.004,12.890177000,1006.000,1854.649351000,3001.000
829.000,8.755174000,.003,12.890177000,949.000,1799.648351000,2968.000
835.000,8.755174000,.002,12.890177000,955.000,1811.647351000,2986.000
790.000,8.755174000,.002,12.890177000,1001.000,1812.647351000,3000.000
815.000,8.755174000,.002,12.890177000,998.000,1834.647351000,2986.000
821.000,8.755174000,.004,12.890177000,990.000,1832.649351000,2997.000
827.000,8.755174000,.004,12.890177000,1008.000,1856.649351000,3035.000
832.000,8.755174000,.003,12.890177000,1027.000,1880.648351000,3025.000
821.000,8.755174000,.003,12.890177000,949.000,1791.648351000,2971.000
818.000,8.755174000,.003,12.890177000,1022.000,1861.648351000,3003.000
834.000,8.755174000,.003,12.890177000,1018.000,1873.648351000,3023.000
835.000,8.755174000,.003,12.890177000,930.000,1786.648351000,2948.000
824.000,8.755174000,.002,12.890177000,963.000,1808.647351000,2952.000
822.000,8.755174000,.002,12.890177000,946.000,1789.647351000,2950.000
820.000,8.755174000,.002,12.890177000,1009.000,1850.647351000,3009.000
821.000,8.755174000,.002,12.890177000,1011.000,1853.647351000,3015.000
829.000,8.755174000,.003,12.890177000,998.000,1848.648351000,2996.000
805.000,8.755174000,.002,12.890177000,1007.000,1833.647351000,2976.000
826.000,8.755174000,.003,12.890177000,997.000,1844.648351000,3027.000
809.000,8.755174000,.003,12.890177000,1050.000,1880.648351000,3038.000
835.000,8.755174000,.003,12.890177000,939.000,1795.648351000,2948.000
810.000,8.755174000,.003,12.890177000,991.000,1822.648351000,3001.000
827.000,8.755174000,.002,12.890177000,1019.000,1867.647351000,3047.000
829.000,8.755174000,.003,12.890177000,936.000,1786.648351000,2947.000
825.000,8.755174000,.003,12.890177000,1072.000,1918.648351000,3060.000
817.000,8.755174000,.003,12.890177000,937.000,1775.648351000,2934.000
